Movie Title,World Wide,Deomestic,Foreign
Violent Night,"$76,004,405","$50,057,405","$25,947,000"
Strange World,"$73,621,640","$37,968,963","$35,652,677"
Detective Conan: The Bride of Halloween,"$72,699,093",-,"$72,699,093"
The Northman,"$69,633,110","$34,233,110","$35,400,000"
Moonfall,"$67,319,703","$19,060,660","$48,234,703"
Babylon,"$63,562,440","$15,351,455","$48,210,985"
Whitney Houston: I Wanna Dance with Somebody,"$59,806,881","$23,708,080","$36,098,801"
Beast,"$59,095,809","$31,846,530","$27,249,279"
The Whale,"$57,615,635","$17,463,630","$39,563,064"
Hansan: Rising Dragon,"$57,490,985","$865,888","$56,625,097"
Confidential Assignment 2: International,"$54,486,330",-,"$54,486,330"
Ambulance,"$52,303,589","$22,781,115","$29,522,474"
Marry Me,"$50,541,093","$22,438,180","$28,102,913"
Brahmastra Part One: Shiva,"$50,164,785","$7,839,108","$42,325,677"
The Banshees of Inisherin,"$49,262,687","$10,582,266","$38,680,421"
The Fabelmans,"$45,647,323","$17,348,945","$28,298,378"
Barbarian,"$45,352,337","$40,842,944","$4,509,393"
Prey for the Devil,"$44,658,929","$19,802,293","$24,856,636"
Paws of Fury: The Legend of Hank,"$42,431,358","$17,811,382","$24,619,976"
The Invitation,"$38,036,130","$25,100,080","$12,936,050"
Orphan: First Kill,"$37,083,743","$5,413,227","$31,670,516"
Matilda: The Musical,"$35,617,120",-,"$35,617,120"
Kingdom II: Harukanaru Daichi e,"$34,963,395",-,"$34,963,395"
The Bob's Burgers Movie,"$34,148,750","$31,933,830","$2,214,920"
Skyfall 2021 Re-release,"$33,943,406",-,"$33,910,282"
Hunt,"$33,821,338","$25,994","$33,795,344"
Tad the Lost Explorer and the Emerald Tablet,"$32,849,430","$67,599","$32,781,831"
BTS Permission to Dance on Stage - Seoul: Live Viewing,"$32,600,000","$6,840,000","$25,760,000"
Shin Ultraman,"$32,137,136","$601,490","$31,535,646"
Amsterdam,"$31,245,810","$14,947,969","$16,297,841"
Mrs. Harris Goes to Paris,"$30,947,403","$10,433,915","$20,513,488"
Vikram,"$29,837,637","$1,770,000","$28,067,637"
The Unbearable Weight of Massive Talent,"$29,116,320","$20,300,157","$8,816,163"
Tár,"$29,048,571","$6,773,650","$22,274,921"
Serial (Bad) Weddings 3,"$27,832,384",-,"$27,832,384"
The 355,"$27,827,745","$14,570,455","$13,257,290"
The Night Owl,"$26,719,364",-,"$26,719,364"
Triangle of Sadness,"$26,214,659","$4,608,096","$21,606,563"
Calendar Girls,"$25,433,615",-,"$25,433,615"
The Kashmir Files,"$24,821,898","$1,485,000","$23,336,898"
Hero,"$24,392,492",-,"$24,392,492"
The Last 10 Years,"$24,125,338",-,"$24,125,338"
The Confidence Man JP: Episode of the Hero,"$23,214,581",-,"$23,214,581"
The Witch: Part 2 - The Other One,"$23,068,596","$143,723","$22,924,873"
Decision to Leave,"$22,581,906","$2,179,864","$20,402,042"
6/45,"$22,263,336",-,"$22,263,336"
Doraemon the Movie: Nobita's Little Star Wars 2021,"$22,044,058",-,"$22,044,058"
See How They Run,"$21,966,634","$9,586,237","$12,380,397"
Ponniyin Selvan: Part I,"$21,888,295","$4,282,000","$17,606,295"
Monster,"$21,855,793","$434,585","$21,421,208"
Devotion,"$21,768,133","$20,511,938","$1,256,195"
Silent Parade,"$21,723,595",-,"$21,723,595"
Father Stu,"$21,592,379","$20,884,796","$707,583"
Turning Red,"$21,521,622","$1,399,001","$20,122,621"
Emergency Declaration,"$21,400,327","$412,196","$20,988,131"
The Amazing Maurice,"$21,115,581","$4,303,645","$16,811,936"
Crayon Shin-chan: Mononoke Ninja Chinpuden,"$20,617,005",-,"$20,617,005"
Three Thousand Years of Longing,"$20,282,422","$8,286,741","$11,995,681"
School of Magical Animals 2,"$19,498,688",-,"$19,498,688"
After Ever Happy,"$19,238,073","$1,072,750","$18,165,323"
Simone: Woman of the Century,"$19,167,164",-,"$19,167,164"
Beast,"$18,911,959",-,"$18,911,959"
Broker,"$18,851,416","$1,046,899","$17,804,517"
Godfather,"$18,737,287",-,"$18,737,287"
Bhool Bhulaiyaa 2,"$18,307,258",-,"$18,307,258"
November,"$18,200,422",-,"$18,200,422"
Fragments of the Last Will,"$17,954,691",-,"$17,954,691"
The Quintessential Quintuplets Movie,"$17,506,171","$502,000","$17,004,171"
Fall,"$17,363,261","$7,240,521","$10,122,740"
Even If This Love Disappears from the World Tonight,"$16,848,229",-,"$16,848,229"
Wunderschön,"$16,719,291",-,"$16,719,291"
Father There Is Only One 3,"$16,401,315",-,"$16,401,315"
Dr. Coto's Clinic,"$16,062,841",-,"$16,062,841"
Radhe Shyam,"$15,954,804","$1,860,000","$14,094,804"
Blacklight,"$15,902,207","$9,591,094","$6,311,113"
Operation Mincemeat,"$15,710,164",-,"$15,710,164"
Maison de retraite,"$15,570,823",-,"$15,570,823"
"Utapri Movie 2, Uta No Prince-Sama Maji Love Starish Tours Movie","$15,569,229",-,"$15,569,229"
Bheemla Nayak,"$15,243,922",-,"$15,243,922"
Bones and All,"$15,234,907","$7,834,907","$7,400,000"
Terrifier 2,"$15,065,239","$10,640,105","$4,425,134"
Firestarter,"$15,039,250","$9,739,250","$5,300,000"
The Wolf of Wall Street 2022 Re-release,"$15,038,738",-,"$14,877,539"
Bros,"$14,781,867","$11,628,165","$3,153,702"
Superwho?,"$14,770,359",-,"$14,770,359"
X,"$14,740,889","$11,765,309","$2,975,580"
The Chosen Season 3: Episode 1 & 2,"$14,679,613","$14,612,089","$67,524"
The Duke,"$14,233,027","$1,526,970","$12,700,247"
Sarkaru Vaari Paata,"$14,199,018",-,"$14,199,018"
She Said,"$13,944,212","$5,825,995","$8,118,217"
Bodies Bodies Bodies,"$13,929,670","$11,446,602","$2,483,068"
Memory,"$13,897,255","$7,329,043","$6,568,212"
The Legend of Maula Jatt,"$13,842,815","$5,016,493","$8,826,322"
Glass Onion,"$13,280,000","$13,280,000",-
Valimai,"$13,276,393",-,"$13,276,393"
Moonage Daydream,"$13,095,781","$4,218,925","$8,876,856"
Easter Sunday,"$13,074,255","$13,013,690","$60,565"
Living,"$12,377,310","$3,038,113","$9,339,197"
Guglhupfgeschwader,"$12,307,072",-,"$12,307,072"
Laal Singh Chaddha,"$12,093,536","$3,401,324","$8,692,212"
Alienoid,"$12,067,556","$168,309","$11,899,247"
That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,"$11,631,738","$1,588,491","$10,043,247"
Till,"$11,498,884","$9,000,202","$2,498,682"
Jug Jugg Jeeyo,"$11,467,726","$1,033,000","$10,434,726"
Empire of Light,"$11,395,604","$1,177,577","$10,218,027"
The Eight Mountains,"$11,374,178","$302,456","$11,071,722"
Bergen,"$11,325,405",-,"$11,325,405"
Rise,"$11,252,331",-,"$11,252,331"
Men,"$11,152,071","$7,587,853","$3,564,218"
Chickenhare and the Hamster of Darkness,"$10,885,116",-,"$10,885,116"
Warriors of Future,"$10,490,328",-,"$10,490,328"
Jurassic Park 2022 Re-release,"$10,380,250",-,"$10,374,018"
Land of Legends,"$10,357,479",-,"$10,357,479"
The Pirates: The Last Royal Treasure,"$10,258,331",-,"$10,258,331"
Vaillante,"$10,143,170",-,"$10,143,170"
Table for Six,"$10,138,355",-,"$10,138,355"
The Beasts,"$10,067,896","$46,105","$10,021,791"
Smack Dab Kakha,"$9,995,945",-,"$9,995,945"
F3: Fun and Frustration,"$9,849,193","$1,195,000","$8,654,193"
"Good Luck to You, Leo Grande","$9,795,364",-,"$9,795,364"
Pearl,"$9,747,742","$9,423,445","$324,297"
Rheingold,"$9,698,216",-,"$9,698,216"
Spider-Man: No Way Home 2022 Re-release,"$9,613,518","$9,321,593","$291,925"
Redeeming Love,"$9,464,198","$9,214,020","$250,178"
Women Talking,"$9,276,103","$5,456,531","$3,819,572"
Sword Art Online the Movie: Progressive - Scherzo of Deep Night,"$9,071,701",-,"$9,071,701"
Samrat Prithviraj,"$8,568,339",-,"$8,568,339"
Aftersun,"$8,459,155","$1,658,790","$6,800,365"
Life Is Beautiful,"$8,458,639",-,"$8,458,639"
Yolki 9,"$8,385,030",-,"$8,385,030"
Don,"$8,287,406",-,"$8,287,406"
Shotgun Wedding,"$8,277,788",-,"$8,277,788"
Vikram Vedha,"$8,234,166","$1,589,362","$6,644,804"
Re/Member,"$8,166,175",-,"$8,166,175"
Rabbit Academy: Mission Eggpossible,"$8,103,825",-,"$8,103,825"
Acharya,"$8,048,175","$832,000","$7,216,175"
Il grande giorno,"$8,021,940",-,"$8,021,940"
The Tatta's,"$8,000,956",-,"$8,000,956"
Ducobu 4 President,"$7,858,171",-,"$7,858,171"
Phases of the Moon,"$7,564,756",-,"$7,564,756"
777 Charlie,"$7,523,995",-,"$7,523,995"
Bachchhan Paandey,"$7,387,882",-,"$7,387,882"
Lesson in Murder,"$7,348,964",-,"$7,348,964"
Family Affairs,"$7,330,755",-,"$7,330,755"
Listy do M. 5,"$7,328,061",-,"$7,328,061"
Laid-Back Camp Movie,"$7,317,913",-,"$7,317,913"
Osomatsusan the Movie 2022 Re-release,"$7,297,522",-,"$7,297,522"
The New Toy,"$7,295,051",-,"$7,295,051"
Finnick,"$7,257,776",-,"$7,257,776"
Spider-Man: No Way Home,"$1,912,233,593","$804,793,477","$1,107,440,116"
The Battle at Lake Changjin,"$902,548,476","$342,411","$902,206,065"
"Hi, Mom","$822,009,764",-,"$822,009,764"
No Time to Die,"$774,153,007","$160,891,007","$613,262,000"
F9: The Fast Saga,"$726,229,501","$173,005,945","$553,223,556"
Detective Chinatown 3,"$686,257,563",-,"$686,257,563"
Venom: Let There Be Carnage,"$506,863,592","$213,550,366","$293,313,226"
Godzilla vs. Kong,"$470,116,094","$100,916,094","$369,200,000"
Shang-Chi and the Legend of the Ten Rings,"$432,243,292","$224,543,292","$207,700,000"
Sing 2,"$408,402,685","$162,790,990","$245,611,695"
Eternals,"$402,064,899","$164,870,234","$237,194,665"
Dune,"$402,027,830","$108,327,830","$293,700,000"
Black Widow,"$379,751,655","$183,651,655","$196,100,000"
Free Guy,"$331,526,598","$121,626,598","$209,900,000"
A Quiet Place Part II,"$297,372,261","$160,072,261","$137,300,000"
Encanto,"$256,786,742","$96,093,622","$160,693,120"
Cruella,"$233,503,234","$86,103,234","$147,400,000"
"My Country, My Parents","$221,831,086","$177,133","$221,653,953"
Jungle Cruise,"$220,889,446","$116,987,516","$103,901,930"
The Conjuring: The Devil Made Me Do It,"$206,431,050","$65,631,050","$140,800,000"
Raging Fire,"$205,842,393","$385,305","$205,457,088"
Ghostbusters: Afterlife,"$204,334,455","$129,360,575","$74,973,880"
Chinese Doctors,"$197,143,218",-,"$197,143,218"
Cliff Walkers,"$181,325,565","$152,972","$181,172,593"
The Suicide Squad,"$168,717,425","$55,817,425","$112,900,000"
Jujutsu Kaisen 0,"$166,760,828","$34,542,754","$132,218,074"
Space Jam: A New Legacy,"$163,692,228","$70,592,228","$93,100,000"
The Matrix Resurrections,"$157,386,805","$37,686,805","$119,700,000"
Peter Rabbit 2: The Runaway,"$153,901,717","$40,501,717","$113,400,000"
House of Gucci,"$153,269,161","$53,809,574","$99,459,587"
A Writer's Odyssey,"$150,123,320","$160,013","$149,963,307"
The Boss Baby 2: Family Business,"$146,745,280","$57,300,280","$89,445,000"
PAW Patrol: The Movie,"$144,327,371","$40,127,371","$104,200,000"
Tom & Jerry,"$136,536,687","$46,536,687","$90,000,000"
Be Somebody,"$132,326,332",-,"$132,326,332"
Halloween Kills,"$131,647,155","$92,002,155","$39,645,000"
Raya and the Last Dragon,"$130,423,032","$54,723,032","$75,700,000"
Sister,"$128,317,206",-,"$128,317,206"
The King's Man,"$125,897,478","$37,176,373","$88,721,105"
The Addams Family 2,"$119,815,153","$56,489,153","$63,326,000"
My Love,"$116,720,921","$86,252","$116,634,669"
Clifford the Big Red Dog,"$107,347,356","$48,947,356","$58,400,000"
Wrath of Man,"$103,966,489","$27,466,489","$76,500,000"
Detective Conan: The Scarlet Bullet,"$95,371,578",-,"$95,371,578"
Evangelion: 3.0+1.01 Thrice Upon a Time,"$93,882,453","$810,744","$93,071,709"
End Game,"$91,824,961","$23,149","$91,801,812"
Old,"$90,146,510","$48,276,510","$41,870,000"
Mortal Kombat,"$84,426,031","$42,326,031","$42,100,000"
Boonie Bears: The Wild Life,"$78,132,231",-,"$78,132,231"
Candyman,"$77,411,570","$61,186,570","$16,225,000"
The Forever Purge,"$76,994,245","$44,539,245","$32,455,000"
West Side Story,"$76,016,171","$38,530,322","$37,485,849"
1921,"$75,159,828",-,"$75,159,828"
Hitman's Wife's Bodyguard,"$70,060,492","$38,014,727","$32,045,765"
Escape Room: Tournament of Champions,"$65,774,490","$25,314,753","$40,459,737"
Belle,"$64,666,502","$4,018,313","$60,648,189"
Ron's Gone Wrong,"$60,692,022","$23,009,270","$37,682,752"
Cloudy Mountain,"$58,348,836",-,"$58,348,836"
Avatar 2021 Re-release,"$57,995,770",-,"$57,995,770"
Nobody,"$57,510,518","$27,568,035","$29,942,483"
New Gods: Nezha Reborn,"$56,088,478",-,"$56,088,478"
Upcoming,"$54,300,000",-,"$54,300,000"
Don't Breathe 2,"$53,785,551","$32,712,950","$21,072,601"
Man in Love,"$52,946,097",-,"$52,946,097"
Break Through the Darkness,"$52,700,000",-,"$52,700,000"
Schemes in Antiques,"$51,637,422","$36,501","$51,600,921"
Luca,"$51,074,773","$1,324,302","$49,750,471"
Belfast,"$49,158,709","$9,250,870","$39,907,839"
My Hero Academia: World Heroes' Mission,"$46,940,541","$12,271,658","$34,668,883"
The French Dispatch,"$46,333,545","$16,124,375","$30,209,170"
In the Heights,"$45,175,167","$29,975,167","$15,200,000"
Love Will Tear Us Apart,"$45,060,290",-,"$45,060,290"
Spirit Untamed,"$42,717,215","$17,716,215","$25,001,000"
Resident Evil: Welcome to Raccoon City,"$41,914,915","$17,000,612","$24,914,303"
Spiral,"$40,618,920","$23,216,862","$17,402,058"
Snake Eyes,"$40,064,325","$28,264,325","$11,800,000"
Tokyo Revengers,"$39,714,624",-,"$39,714,624"
Nightmare Alley,"$39,629,195","$11,338,107","$28,291,088"
Nomadland,"$39,458,207","$3,700,000","$35,758,207"
King Richard,"$39,429,285","$15,129,285","$24,300,000"
Arashi Anniversary Tour 5 x 20 Film: Record of Memories,"$38,052,695",-,"$38,052,695"
The Yinyang Master,"$37,690,000",-,"$37,690,000"
Rurouni Kenshin: Final Chapter Part I - The Final,"$36,964,978",-,"$36,964,978"
The Door Lock,"$36,100,000",-,"$36,100,000"
We Made a Beautiful Bouquet,"$34,975,905",-,"$34,975,905"
Malignant,"$34,891,791","$13,391,791","$21,500,000"
Licorice Pizza,"$33,274,040","$17,318,007","$15,956,033"
Respect,"$32,882,823","$24,278,399","$8,604,424"
Big Red Envelope,"$32,800,000",-,"$32,800,000"
Masquerade Night,"$32,287,400",-,"$32,287,400"
Once Upon a Time in Hong Kong,"$32,218,874",-,"$32,218,874"
Home Sweet Home,"$32,178,677",-,"$32,178,677"
The Little Things,"$30,842,746","$15,342,746","$15,500,000"
The Unholy,"$30,832,137","$15,532,137","$15,300,000"
The Last Duel,"$30,552,111","$10,853,945","$19,698,166"
Escape from Mogadishu,"$29,902,716","$346,271","$29,556,445"
Master,"$28,692,230",-,"$28,692,230"
The Last Warrior: Root of Evil,"$28,357,398",-,"$28,357,398"
The Last Warrior: A Messenger of Darkness,"$27,052,365",-,"$27,052,365"
American Underdog,"$26,514,814","$26,514,814",-
Chaos Walking,"$26,508,132","$13,287,908","$13,220,224"
The Courier,"$26,001,227","$6,613,432","$19,387,795"
Spencer,"$25,246,967","$7,086,632","$18,160,335"
Parallel Mothers,"$23,099,858","$2,297,501","$20,802,357"
The Marksman,"$23,076,711","$15,566,093","$7,510,618"
99.9 Criminal Lawyer: The Movie,"$23,055,069",-,"$23,055,069"
Last Night in Soho,"$22,957,625","$10,127,625","$12,830,000"
The Day We Lit Up the Sky,"$22,500,000",-,"$22,500,000"
School of Magical Animals,"$21,984,454","$288,414","$21,696,040"
Kaamelott: First Installment,"$21,979,122","$188,000","$21,791,122"
After We Fell,"$21,753,705","$2,170,750","$19,582,955"
Rurouni Kenshin: Final Chapter Part II - The Beginning,"$21,318,560",-,"$21,318,560"
Wish Dragon,"$21,120,000",-,"$21,120,000"
Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,"$20,752,104",-,"$20,752,104"
Stillwater,"$19,754,272","$14,465,535","$5,288,737"
The Wolf and the Lion,"$19,510,578","$2,072,173","$17,438,405"
Les Tuche 4,"$19,259,766",-,"$19,259,766"
Dear Evan Hansen,"$19,133,454","$15,002,646","$4,130,808"
Those Who Wish Me Dead,"$19,107,200","$7,407,200","$11,700,000"
The Pioneer,"$18,900,000",-,"$18,900,000"
The Green Knight,"$18,887,953","$17,173,321","$1,714,632"
Antlers,"$18,867,659","$10,619,670","$8,247,989"
Sinkhole,"$18,816,801",-,"$18,816,801"
Mobile Suit Gundam: Hathaway,"$18,731,309",-,"$18,731,309"
The Stronghold,"$18,066,143",-,"$18,066,143"
"Dad, I'm Sorry","$17,480,489","$350,000","$17,130,489"
Gintama: The Final,"$17,252,960",-,"$17,252,960"
Railway Heroes,"$17,223,704",-,"$17,223,704"
Your Turn to Kill,"$16,511,822",-,"$16,511,822"
Cry Macho,"$16,510,734","$10,310,734","$6,200,000"
Reminiscence,"$16,400,193","$3,900,193","$12,500,000"
Legend No. 17,"$16,096,860",-,"$16,096,860"
Upon the Magic Roads,"$15,990,882",-,"$15,990,882"
Harry Potter and the Sorcerer's Stone 2021 Re-release,"$15,591,681","$799,342","$14,604,379"
The Dry,"$15,576,286","$364,237","$15,212,049"
The Night House,"$15,437,703","$7,100,581","$8,337,122"
Drive My Car,"$15,364,572","$2,352,240","$13,012,332"
Minari,"$15,288,578","$3,110,580","$12,177,998"
Something About Love,"$15,204,017",-,"$15,204,017"
Anita,"$15,017,470","$556,632","$14,460,838"
The Tomorrow War,"$14,400,000",-,"$14,400,000"
And So the Baton Is Passed,"$14,368,469",-,"$14,368,469"
Sword Art Online: Progressive - Aria of a Starless Night,"$14,032,747","$1,050,000","$12,982,747"
Christmas with the Chosen: The Messengers,"$13,728,000","$13,728,000",-
Eiffel,"$13,649,605","$444,814","$13,204,791"
OSS 117: From Africa with Love,"$13,457,801",-,"$13,457,801"
Hostage: Missing Celebrity,"$13,174,292",-,"$13,174,292"
Vakeel Saab,"$13,056,490",-,"$13,056,490"
The Many Saints of Newark,"$13,037,403","$8,237,403","$4,800,000"
The Monkey King: Reborn,"$13,017,088",-,"$13,017,088"
No Escapes,"$12,916,151",-,"$12,916,151"
The Bodin's in the Land of Smile,"$12,872,253",-,"$12,872,253"
The Worst Person in the World,"$12,687,507","$3,034,775","$9,652,732"
Character,"$12,628,017",-,"$12,628,017"
On the Line,"$12,522,284",-,"$12,522,284"
On Your Mark,"$12,100,000",-,"$12,100,000"
Stand by Me,"$11,900,000",-,"$11,900,000"
The Fable: The Killer Who Doesn't Kill,"$11,325,545",-,"$11,325,545"
What Did You Eat Yesterday?,"$11,320,893",-,"$11,320,893"
Aline,"$11,149,943","$667,815","$10,482,128"
Krack,"$10,442,916",-,"$10,442,916"
The Last Warrior,"$10,363,914",-,"$10,363,914"
Kaiserschmarrndrama,"$10,357,720",-,"$10,357,720"
"Caution, Hazardous Wife: The Movie","$10,356,359",-,"$10,356,359"
Detective Conan: The Scarlet Alibi,"$10,308,627",-,"$10,308,627"
Never Stop,"$10,224,935",-,"$10,224,935"
Ainbo,"$10,172,403",-,"$10,172,403"
Eiga Sumikkogurashi: Aoi tsukiyo no mahô no ko,"$9,742,510",-,"$9,742,510"
Black Box,"$9,738,741",-,"$9,738,741"
The Soul,"$9,600,000",-,"$9,600,000"
¡A todo tren! Destino Asturias,"$9,544,171",-,"$9,544,171"
Baragaki: Unbroken Samurai,"$9,481,437",-,"$9,481,437"
Dad,"$9,267,397",-,"$9,267,397"
The Lord of the Rings: The Fellowship of the Ring 2021 Re-release,"$8,990,599",-,"$8,377,569"
All About My Mother,"$8,900,000",-,"$8,900,000"
Moonbound,"$8,864,412",-,"$8,864,412"
The Eleventh Chapter,"$8,844,997",-,"$8,844,997"
The Medium,"$8,826,689",-,"$8,826,689"
The Vault,"$8,803,864",-,"$8,803,864"
Kaguya-sama: Love Is War,"$8,794,981",-,"$8,794,981"
The Protégé,"$8,737,253","$7,446,823","$1,290,430"
Lost Illusions,"$8,635,184","$126,391","$8,508,793"
Agent Backkom: King's Bear,"$8,578,734",-,"$8,578,734"
Pil's Adventures,"$8,567,345",-,"$8,567,345"
Honey Lemon Soda,"$8,441,488",-,"$8,441,488"
Delicious,"$8,371,523",-,"$8,371,523"
I Don't Have Any Money Left in My Retirement Account,"$8,204,616",-,"$8,204,616"
Girls to Buy,"$8,177,284",-,"$8,177,284"
Green Snake,"$8,170,000",-,"$8,170,000"
New Happy Dad and Son 4,"$8,070,000",-,"$8,070,000"
Sunny Sisters,"$7,880,000",-,"$7,880,000"
Contra,"$7,762,797",-,"$7,762,797"
Hard Hit,"$7,658,021",-,"$7,658,021"
Little Canned Men,"$7,600,000",-,"$7,600,000"
Pushpa: The Rise - Part 1,"$7,592,374","$1,320,000","$6,272,374"
The Mauritanian,"$7,527,030","$836,536","$6,690,494"
The Ice Road,"$7,502,846",-,"$7,502,846"
Judas and the Black Messiah,"$7,478,009","$5,478,009","$2,000,000"
Love Letter 2021 Re-release,"$7,400,000",-,"$7,400,000"
Signal: The Movie,"$7,388,603",-,"$7,388,603"
The Eight Hundred,"$461,421,559","$372,755","$461,048,804"
Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,"$453,230,408","$49,505,008","$403,725,400"
Bad Boys for Life,"$426,505,244","$206,305,244","$220,200,000"
"My People, My Homeland","$422,390,820",-,"$422,390,820"
Tenet,"$365,304,105","$58,504,105","$306,800,000"
Sonic the Hedgehog,"$319,715,683","$148,974,665","$170,741,018"
Dolittle,"$251,410,631","$77,047,065","$174,363,566"
Jiang Ziya,"$240,646,355","$214,670","$240,431,685"
A Little Red Flower,"$216,000,000",-,"$216,000,000"
The Croods: A New Age,"$215,905,815","$58,568,815","$157,337,000"
Birds of Prey,"$205,358,461","$84,158,461","$121,200,000"
Shock Wave 2,"$198,921,659",-,"$198,921,659"
Wonder Woman 1984,"$169,601,036","$46,801,036","$122,800,000"
The Sacrifice,"$161,047,608",-,"$161,047,608"
The Invisible Man,"$144,492,724","$70,410,000","$74,082,724"
Onward,"$141,940,042","$61,555,145","$80,384,897"
Warm Hug,"$129,240,236",-,"$129,240,236"
Soul,"$121,903,885","$946,154","$120,957,731"
The Call of the Wild,"$111,166,669","$62,342,368","$48,824,301"
Mamma Mia! 2020 Re-release,"$84,604,815",-,"$84,579,977"
Caught in Time,"$80,543,319",-,"$80,543,319"
Mulan,"$69,965,374",-,"$69,965,374"
The Yin-Yang Master: Dream of Eternity,"$68,000,000",-,"$68,000,000"
Stand by Me Doraemon 2,"$65,201,374",-,"$65,201,374"
