Movie Title,World Wide,Deomestic,Foreign
Rugrats Go Wild,"$55,250,496","$39,402,572","$15,847,924"
Radio,"$53,293,628","$52,333,738","$959,890"
Hollywood Homicide,"$51,142,659","$30,940,691","$20,201,968"
What a Girl Wants,"$50,732,139","$36,105,433","$14,626,706"
The Jungle Book 2 2003 Re-release,"$50,600,160",-,"$50,600,160"
National Security,"$50,097,949","$36,381,186","$13,716,763"
Secondhand Lions,"$48,249,017","$42,070,939","$6,178,078"
Darkness Falls,"$47,488,536","$32,551,396","$14,937,140"
Torque,"$46,546,197","$21,215,059","$25,331,138"
The Hunted,"$46,061,847","$34,244,097","$11,817,750"
Good Boy,"$45,312,217","$37,667,746","$7,644,471"
Uptown Girls,"$44,617,342","$37,182,494","$7,434,848"
A Man Apart,"$44,350,926","$26,736,098","$17,614,828"
Timeline,"$43,935,763","$19,481,943","$24,453,820"
Basic,"$42,792,561","$26,793,311","$15,999,250"
Whale Rider,"$41,062,976","$20,779,666","$20,283,310"
Down with Love,"$39,468,111","$20,305,251","$19,162,860"
Dumb and Dumberer: When Harry Met Lloyd,"$39,267,515","$26,276,465","$12,991,050"
The Life of David Gale,"$38,955,598","$19,955,598","$19,000,000"
Head of State,"$38,620,484","$38,125,247","$495,237"
The Missing,"$38,364,277","$27,011,180","$11,353,097"
Bulletproof Monk,"$37,713,879","$23,358,708","$14,355,171"
Malibu's Most Wanted,"$34,622,504","$34,432,201","$190,303"
The Medallion,"$34,268,701","$22,219,192","$12,049,509"
The Fighting Temptations,"$33,972,062","$30,250,745","$3,721,317"
Pokémon: Jirachi - Wish Maker,"$33,393,751",-,"$33,393,751"
Girl with a Pearl Earring,"$33,030,115","$11,670,971","$21,359,144"
Suddenly Paradise,"$31,679,869",-,"$31,679,869"
The Blind Swordsman: Zatoichi,"$31,167,430",-,"$31,167,430"
Cabin Fever,"$30,553,394","$21,158,188","$9,395,206"
Laws of Attraction,"$30,031,874","$17,871,255","$12,160,619"
Luther,"$29,413,900","$5,791,328","$23,622,572"
Bugs!,"$29,388,999","$19,063,544","$10,325,455"
Cold Creek Manor,"$29,119,434","$21,386,011","$7,733,423"
Wrong Turn,"$28,650,575","$15,418,790","$13,231,785"
Ruby & Quentin,"$27,720,972","$312,824","$27,408,148"
The In-Laws,"$26,891,849","$20,453,431","$6,438,418"
In America,"$25,382,911","$15,539,656","$9,843,255"
The Miracle of Bern,"$24,816,750",-,"$24,816,394"
Detective Conan: Crossroad in the Ancient Capital,"$24,342,320",-,"$24,342,320"
Mortadelo & Filemon: The Big Adventure,"$23,920,411",-,"$23,920,411"
Dickie Roberts: Former Child Star,"$23,769,505","$22,738,671","$1,030,834"
In the Cut,"$23,726,793","$4,750,602","$18,976,191"
Biker Boyz,"$23,510,621","$22,076,772","$1,433,849"
Yomigaeri,"$23,259,542",-,"$23,259,542"
Confidence,"$23,014,206","$12,251,640","$10,762,566"
The Human Stain,"$22,954,068","$5,381,908","$17,572,160"
Swimming Pool,"$22,441,497","$10,130,108","$12,311,389"
Chouchou,"$22,288,364",-,"$22,288,364"
Ghosts of the Abyss,"$22,141,539","$17,040,871","$5,100,668"
Love Don't Cost a Thing,"$21,964,072","$21,924,226","$39,846"
The Barbarian Invasions 2003 Re-release,"$21,815,430","$3,435,749","$18,379,681"
Doraemon: Nobita and the Wind Wizard,"$20,428,491",-,"$20,428,491"
Ong-Bak: The Thai Warrior,"$20,235,426","$4,563,167","$15,672,259"
View from the Top,"$19,526,014","$15,614,000","$3,912,014"
Duplex,"$19,322,135","$9,692,135","$9,630,000"
Deep Blue,"$19,288,261","$132,261","$19,156,000"
A Mighty Wind,"$18,750,246","$17,781,006","$969,240"
My Boss's Daughter,"$18,191,005","$15,550,605","$2,640,400"
My Tutor Friend,"$17,896,209",-,"$17,896,209"
The New World,"$17,823,920",-,"$17,823,920"
Deliver Us from Eva,"$17,573,594","$17,573,594",-
A Guy Thing,"$17,432,163","$15,545,431","$1,886,732"
Would I Lie to You? 2,"$17,317,084",-,"$17,317,084"
House of 1000 Corpses,"$16,829,545","$12,634,962","$4,194,583"
House of Sand and Fog,"$16,763,804","$13,040,288","$3,723,516"
Dogville,"$16,680,836","$1,535,286","$15,145,550"
Facing Windows,"$15,530,077","$543,354","$14,986,723"
Zelary,"$15,461,305","$330,033","$15,131,272"
Alex & Emma,"$15,368,897","$14,218,698","$1,150,199"
The Dreamers,"$15,121,165","$2,532,228","$12,588,937"
Oldboy,"$14,980,005","$707,481","$14,272,524"
Battle Royale II,"$14,899,584",-,"$14,899,584"
One Piece: Dead End Adventure,"$14,817,006",-,"$14,817,006"
The Triplets of Belleville,"$14,776,760","$7,007,149","$7,769,611"
Together with You,"$14,687,167","$1,151,941","$13,535,226"
How to Deal,"$14,390,329","$14,195,227","$195,102"
Football Days,"$14,117,202",-,"$14,117,202"
Touching the Void,"$13,885,802","$4,593,598","$9,292,204"
House of the Dead,"$13,818,181","$10,249,719","$3,568,462"
Anything Else,"$13,585,075","$3,212,310","$10,372,765"
Kal Ho Naa Ho,"$13,200,241","$1,991,922","$11,208,319"
The Barbarian Invasions,"$13,065,317","$5,109,226","$7,956,091"
Onmyoji 2,"$13,022,862",-,"$13,022,862"
The Divorce,"$12,991,996","$9,081,057","$3,910,939"
Gods and Generals,"$12,923,936","$12,882,934","$41,002"
"Remember Me, My Love","$12,671,306","$227,986","$12,443,320"
Chasing Papi,"$12,661,189","$6,130,049","$6,531,140"
Winged Migration 2003 Re-release,"$12,634,963","$10,764,402","$1,870,561"
Seducing Doctor Lewis,"$12,504,038","$9,354,342","$3,149,696"
Monsieur Ibrahim,"$12,364,836","$2,823,890","$9,540,946"
Koi... Mil Gaya,"$12,168,232","$671,372","$11,496,860"
Dark Blue,"$12,150,301","$9,250,301","$2,900,000"
Beyond Borders,"$11,705,002","$4,430,101","$7,274,901"
The Dope,"$11,289,473",-,"$11,289,473"
Kamen Rider 555: Paradise Lost,"$11,067,556",-,"$11,067,556"
Godzilla: Tokyo S.O.S.,"$10,724,345",-,"$10,724,345"
The Cooler,"$10,464,788","$8,291,572","$2,173,216"
A Touch of Spice,"$10,395,779",-,"$10,395,779"
Thirteen,"$10,128,960","$4,601,043","$5,527,917"
Kisarazu Cat's Eye: Nihon Series,"$10,029,866",-,"$10,029,866"
Elephant,"$10,012,022","$1,266,955","$8,745,067"
Shin Chan: The Adult Empire Strikes Back,"$9,851,449",-,"$9,851,449"
My Life Without Me,"$9,726,954","$400,948","$9,326,006"
The Young Black Stallion,"$9,638,389","$6,751,389","$2,887,000"
Married for 7 Years,"$9,545,175",-,"$9,545,175"
Veronica Guerin,"$9,439,660","$1,571,504","$7,868,156"
The Flying Classroom,"$9,378,807",-,"$9,378,807"
"Spring, Summer, Fall, Winter... and Spring","$8,944,914","$2,380,788","$6,564,126"
Après Vous,"$8,852,763","$830,292","$8,022,471"
18 Years Later,"$8,785,730","$25,611","$8,760,119"
Le coeur des hommes,"$8,755,325",-,"$8,755,325"
The Lord of the Rings: The Two Towers,"$936,703,641","$339,789,881","$596,899,854"
Harry Potter and the Chamber of Secrets,"$878,979,634","$261,988,482","$616,991,152"
Spider-Man,"$821,708,551","$403,706,375","$418,002,176"
Star Wars: Episode II - Attack of the Clones,"$645,256,452","$302,191,252","$343,065,200"
Men in Black II,"$441,818,803","$190,418,803","$251,400,000"
Die Another Day,"$431,971,116","$160,942,139","$271,028,977"
Signs,"$408,247,917","$227,966,634","$180,281,283"
Ice Age,"$383,257,136","$176,387,405","$206,869,731"
My Big Fat Greek Wedding,"$368,744,044","$241,438,208","$127,305,836"
Minority Report,"$358,372,926","$132,072,926","$226,300,000"
Catch Me If You Can,"$352,114,312","$164,615,351","$187,498,961"
Chicago,"$306,776,732","$170,687,518","$136,089,214"
Austin Powers in Goldmember,"$296,938,801","$213,307,889","$83,630,912"
xXx,"$277,448,382","$142,109,382","$135,339,000"
Scooby-Doo,"$275,650,703","$153,294,164","$122,356,539"
Lilo & Stitch,"$273,144,151","$145,794,338","$127,349,813"
The Ring,"$249,348,933","$129,128,133","$120,220,800"
8 Mile,"$242,875,078","$116,750,901","$126,124,177"
The Bourne Identity,"$214,034,224","$121,661,683","$92,372,541"
Red Dragon,"$209,196,298","$93,149,898","$116,046,400"
Two Weeks Notice,"$199,043,242","$93,354,851","$105,688,391"
Panic Room,"$196,397,415","$96,397,334","$100,000,081"
The Sum of All Fears,"$193,921,372","$118,907,036","$75,014,336"
Gangs of New York,"$193,772,504","$77,812,000","$115,960,504"
Road to Perdition,"$181,001,478","$104,454,762","$76,546,716"
Sweet Home Alabama,"$180,622,424","$127,223,418","$53,399,006"
The Scorpion King,"$178,799,308","$91,047,077","$87,752,231"
Hero,"$177,395,557","$53,710,019","$123,685,538"
The Santa Clause 2,"$172,855,065","$139,236,327","$33,618,738"
Mr. Deeds,"$171,269,535","$126,293,452","$44,976,083"
Stuart Little 2,"$169,956,806","$64,956,806","$105,000,000"
Blade II,"$155,010,032","$82,348,319","$72,661,713"
Maid in Manhattan,"$154,906,693","$94,011,225","$60,895,468"
About a Boy,"$130,549,455","$41,385,278","$89,164,177"
Space Station 3D,"$128,363,881","$93,383,953","$34,979,928"
The Time Machine,"$123,729,176","$56,832,494","$66,896,682"
Spirit: Stallion of the Cimarron,"$122,563,539","$73,280,117","$49,283,422"
The Pianist,"$120,072,577","$32,572,577","$87,500,000"
Spy Kids 2: Island of Lost Dreams,"$119,723,358","$85,846,429","$33,876,929"
Unfaithful,"$119,137,784","$52,775,765","$66,362,019"
Snow Dogs,"$115,035,090","$81,172,560","$33,862,530"
We Were Soldiers,"$114,660,784","$78,122,718","$36,538,066"
Insomnia,"$113,714,830","$67,355,513","$46,359,317"
Return to Never Land,"$109,862,682","$48,430,258","$61,432,424"
Treasure Planet,"$109,578,115","$38,176,783","$71,401,332"
The Hours,"$108,846,072","$41,675,994","$67,170,078"
Asterix & Obelix: Mission Cleopatra,"$108,012,365",-,"$108,012,365"
About Schmidt,"$105,834,556","$65,016,287","$40,818,269"
The Tuxedo,"$104,391,623","$50,547,998","$53,843,625"
Resident Evil,"$102,984,862","$40,119,709","$62,865,153"
John Q,"$102,244,770","$71,756,802","$30,487,968"
40 Days and 40 Nights,"$95,146,283","$37,950,822","$57,195,461"
Changing Lanes,"$94,935,764","$66,818,548","$28,117,216"
28 Days Later,"$82,719,885","$45,064,915","$37,654,970"
Reign of Fire,"$82,150,183","$43,061,982","$39,088,201"
The Rookie,"$80,693,537","$75,600,072","$5,093,465"
Jackass: The Movie,"$79,493,831","$64,255,312","$15,238,519"
Collateral Damage,"$78,382,433","$40,077,257","$38,305,176"
Showtime,"$77,741,732","$38,082,712","$39,659,020"
Windtalkers,"$77,628,265","$40,914,068","$36,714,197"
Barbershop,"$77,063,924","$75,782,105","$1,281,819"
Bend It Like Beckham,"$76,583,333","$32,543,449","$44,039,884"
The Count of Monte Cristo,"$75,395,048","$54,234,062","$21,160,986"
Divine Secrets of the Ya-Ya Sisterhood,"$73,839,240","$69,599,016","$4,240,224"
E.T. the Extra-Terrestrial 20th Anniversary,"$69,177,751","$35,306,015","$33,871,736"
The Sweetest Thing,"$68,696,770","$24,718,164","$43,978,606"
Ghost Ship,"$68,349,884","$30,113,491","$38,236,393"
Star Trek: Nemesis,"$67,336,470","$43,254,409","$24,082,061"
Bad Company,"$65,977,295","$30,160,161","$35,817,134"
K-19: The Widowmaker,"$65,716,126","$35,168,966","$30,547,160"
High Crimes,"$63,781,810","$41,543,917","$22,237,893"
Like Mike,"$62,274,780","$51,432,760","$10,842,020"
Crossroads,"$61,141,030","$37,191,304","$23,949,726"
The Wild Thornberrys,"$60,694,737","$40,108,697","$20,586,040"
Bowling for Columbine,"$58,008,423","$21,576,018","$36,432,405"
Drumline,"$57,588,485","$56,399,184","$1,189,301"
Murder by Numbers,"$56,714,147","$31,945,749","$24,768,398"
Frida,"$56,298,474","$25,885,000","$30,413,474"
The Mothman Prophecies,"$55,157,539","$35,746,370","$19,411,169"
Analyze That,"$55,003,135","$32,130,627","$22,872,508"
The Hot Chick,"$54,639,553","$35,081,594","$19,557,959"
The Cat Returns,"$53,452,680",-,"$53,452,652"
Big Fat Liar,"$52,970,014","$48,360,547","$4,609,467"
Dragonfly,"$52,323,400","$30,323,400","$22,000,000"
One Hour Photo,"$52,223,306","$31,597,131","$20,626,175"
Blue Crush,"$51,843,679","$40,390,647","$11,453,032"
Enough,"$51,806,184","$40,007,742","$11,798,442"
I Spy,"$51,386,477","$33,561,137","$17,825,340"
Talk to Her 2002 Re-release,"$51,001,550","$9,285,469","$41,716,081"
A Walk to Remember,"$47,494,916","$41,281,092","$6,213,824"
Eight Legged Freaks,"$45,867,333","$17,322,606","$28,544,727"
Queen of the Damned,"$45,479,110","$30,336,800","$15,142,310"
The Transporter,"$43,928,932","$25,296,447","$18,632,485"
The Master of Disguise,"$43,411,001","$40,388,794","$3,022,207"
Orange County,"$43,325,009","$41,076,018","$2,248,991"
8 Women,"$42,426,583","$3,098,776","$39,327,807"
Undercover Brother,"$41,604,473","$39,089,928","$2,514,545"
Pinocchio,"$41,314,585","$3,675,719","$37,638,866"
Clockstoppers,"$38,793,283","$36,989,956","$1,803,327"
National Lampoon's Van Wilder,"$38,275,483","$21,305,259","$16,970,224"
The Banger Sisters,"$38,068,353","$30,307,416","$7,760,937"
Halloween: Resurrection,"$37,664,855","$30,354,442","$7,310,413"
Swimfan,"$34,411,240","$28,564,995","$5,846,245"
Darkness,"$33,988,736","$22,163,442","$11,825,294"
Friday After Next,"$33,526,835","$33,253,609","$273,226"
The Crocodile Hunter: Collision Course,"$33,082,548","$28,442,574","$4,639,974"
Confessions of a Dangerous Mind,"$33,013,805","$16,007,718","$17,006,087"
Adaptation.,"$32,801,173","$22,498,520","$10,302,653"
Hart's War,"$32,287,044","$19,077,641","$13,209,403"
Blood Work,"$31,794,718","$26,235,081","$5,559,637"
The New Guy,"$31,167,388","$29,760,152","$1,407,236"
City of God,"$30,641,770","$7,564,459","$23,077,311"
Solaris,"$30,002,758","$14,973,382","$15,029,376"
The Four Feathers,"$29,882,645","$18,306,166","$11,576,479"
City by the Sea,"$29,414,087","$22,449,000","$6,965,087"
Christmas on the Nile,"$29,320,869",-,"$29,320,869"
Far from Heaven,"$29,027,914","$15,901,849","$13,126,065"
Family Honor,"$28,903,789",-,"$28,903,789"
Brown Sugar,"$28,316,451","$27,363,891","$952,560"
The Spanish Apartment,"$28,193,749","$1,067,438","$27,126,311"
Pokemon 4Ever: Celebi - Voice of the Forest,"$28,023,563","$1,727,447","$26,296,116"
The Quiet American,"$27,674,124","$12,988,801","$14,685,323"
The Crime of Padre Amaro,"$26,996,738","$5,717,044","$21,279,694"
All About the Benjamins,"$26,306,533","$25,916,319","$390,214"
Rollerball,"$25,852,764","$18,990,798","$6,861,966"
Jonah: A VeggieTales Movie,"$25,615,231","$25,581,229","$34,002"
The Way Home,"$24,952,738","$445,367","$24,507,371"
Punch-Drunk Love,"$24,665,649","$17,844,216","$6,821,433"
The Guru,"$24,128,852","$3,095,506","$21,033,346"
Dark Water,"$24,010,000",-,"$24,010,000"
25th Hour,"$23,928,503","$13,084,595","$10,843,908"
Sex Is Zero,"$23,915,279",-,"$23,915,279"
Eight Crazy Nights,"$23,833,131","$23,586,598","$246,533"
Detective Conan: The Phantom of Baker Street,"$23,786,606",-,"$23,786,606"
Antwone Fisher,"$23,367,586","$21,078,145","$2,289,441"
Ali G Indahouse,"$23,280,529",-,"$23,280,529"
Super Troopers,"$23,182,223","$18,492,362","$4,689,861"
"The Legend of Al, John and Jack","$23,039,985",-,"$23,039,985"
Phone,"$21,784,403",-,"$21,784,403"
White Oleander,"$21,672,284","$16,357,770","$5,314,514"
Pokémon Heroes,"$20,867,919","$746,381","$20,121,538"
Serving Sara,"$20,146,150","$16,930,185","$3,215,965"
Asterix & Obelix: Mission Cleopatra 2002 Re-release,"$20,015,611","$3,115,188","$16,900,423"
Ballistic: Ecks vs. Sever,"$19,924,033","$14,307,963","$5,616,070"
S1m0ne,"$19,576,023","$9,688,676","$9,887,347"
The Lion King 2002 IMAX Release,"$19,486,215","$15,686,215","$3,800,000"
Tuck Everlasting,"$19,344,615","$19,161,999","$182,616"
Half Past Dead,"$19,233,280","$15,567,860","$3,665,420"
Martin Lawrence Live: Runteldat,"$19,184,820","$19,184,820",-
Feardotcom,"$18,902,015","$13,258,249","$5,643,766"
Empire,"$18,591,272","$17,600,423","$990,849"
The Country Bears,"$18,012,097","$16,990,825","$1,021,272"
Jail Breakers,"$17,797,711",-,"$17,797,711"
The Last Kiss,"$17,720,347","$1,048,950","$16,671,397"
Frailty,"$17,423,030","$13,110,448","$4,312,582"
The Importance of Being Earnest,"$17,290,970","$8,384,929","$8,906,041"
Kung Pow: Enter the Fist,"$16,994,625","$16,037,962","$956,663"
Dead Weight,"$16,987,957",-,"$16,987,957"
Life or Something Like It,"$16,872,671","$14,448,589","$2,424,082"
The Good Girl,"$16,856,124","$14,018,296","$2,837,828"
Femme Fatale,"$16,838,910","$6,630,252","$10,208,658"
They,"$16,446,271","$12,840,842","$3,605,429"
The Powerpuff Girls Movie,"$16,426,471","$11,412,414","$5,014,057"
The Magdalene Sisters,"$16,373,112","$306,989","$16,066,123"
The Emperor's Club,"$16,318,449","$14,118,751","$2,199,698"
Rabbit-Proof Fence,"$16,217,411","$6,199,600","$10,017,811"
Birthday Girl,"$16,171,098","$5,142,576","$11,028,522"
To Be and to Have,"$16,063,920","$777,129","$15,286,791"
Doraemon: Nobita and the Robot Kingdom,"$16,053,687",-,"$16,053,687"
Public Enemy,"$15,897,574",-,"$15,897,574"
Hey Arnold! The Movie,"$15,249,308","$13,728,902","$1,520,406"
Boat Trip,"$15,020,293","$8,600,126","$6,420,167"
Undisputed,"$14,946,150","$12,764,657","$2,181,493"
Possession,"$14,815,898","$10,113,733","$4,702,165"
Hollywood Ending,"$14,569,744","$4,850,753","$9,718,991"
Stealing Harvard,"$14,277,032","$14,036,406","$240,626"
Godzilla Against Mechagodzilla,"$14,122,958",-,"$14,122,958"
Wet Dreams,"$13,936,317",-,"$13,936,317"
Dirty Pretty Things,"$13,904,766","$8,112,414","$5,792,352"
Juwanna Mann,"$13,802,599","$13,670,733","$131,866"
Trapped,"$13,414,416","$7,073,251","$6,341,165"
Toei Spring Anime Fair,"$13,107,237",-,"$13,107,237"
Long Time Dead,"$13,102,295",-,"$13,102,295"
Knockaround Guys,"$12,806,614","$11,715,637","$1,090,977"
Narc,"$12,633,747","$10,465,659","$2,168,088"
The Other Side of the Bed,"$12,630,208",-,"$12,630,208"
Sorority Boys,"$12,517,488","$10,200,032","$2,317,456"
Nine Queens,"$12,413,888","$1,222,889","$11,190,999"
Abandon,"$12,302,219","$10,727,683","$1,574,536"
The Eye,"$12,165,016","$512,049","$11,652,967"
2009: Lost Memories,"$12,049,825",-,"$12,049,825"
The Rules of Attraction,"$11,819,244","$6,532,619","$5,286,625"
Mohou-han,"$11,702,775",-,"$11,702,775"
The Order,"$11,560,806","$7,660,806","$3,900,000"
Adrenaline Rush: The Science of Risk,"$11,011,932","$10,994,028","$17,904"
Extreme Ops,"$10,959,475","$4,842,259","$6,117,216"
Champion,"$10,569,737",-,"$10,569,737"
Bibi Blocksberg,"$10,325,928",-,"$10,325,928"
Kamen Rider Ryuki: Episode Final,"$10,112,538",-,"$10,112,538"
Pulse: A Stomp Odyssey,"$10,086,514","$10,086,514",-
Harry Potter and the Sorcerer's Stone,"$974,755,371","$317,575,550","$657,179,821"
The Lord of the Rings: The Fellowship of the Ring,"$868,385,360","$313,364,114","$555,021,246"
"Monsters, Inc.","$528,773,250","$255,873,250","$272,900,000"
Shrek,"$484,596,038","$267,851,831","$216,744,207"
Ocean's Eleven,"$450,717,150","$183,417,150","$267,300,000"
Pearl Harbor,"$449,220,945","$198,542,554","$250,678,391"
The Mummy Returns,"$433,013,274","$202,019,785","$230,993,489"
Jurassic Park III,"$368,780,809","$181,171,875","$187,608,934"
Planet of the Apes,"$362,211,740","$180,011,740","$182,200,000"
Hannibal,"$351,692,268","$165,092,268","$186,600,000"
Rush Hour 2,"$347,325,802","$226,164,286","$121,161,516"
A Beautiful Mind,"$313,542,341","$170,742,341","$142,800,000"
American Pie 2,"$287,553,595","$145,103,595","$142,450,000"
Bridget Jones's Diary,"$281,929,795","$71,543,427","$210,386,368"
Spirited Away,"$274,925,095","$10,055,859","$264,869,236"
Lara Croft: Tomb Raider,"$274,703,340","$131,168,070","$143,535,270"
A.I. Artificial Intelligence,"$235,926,552","$78,616,689","$157,309,863"
The Others,"$209,947,037","$96,522,687","$113,424,350"
The Fast and the Furious,"$207,283,925","$144,533,925","$62,750,000"
Vanilla Sky,"$203,388,341","$100,618,344","$102,769,997"
Cats & Dogs,"$200,687,492","$93,385,515","$107,301,977"
Atlantis: The Lost Empire,"$186,053,725","$84,056,472","$101,997,253"
Moulin Rouge!,"$179,213,434","$57,386,607","$121,826,827"
Dr. Dolittle 2,"$176,104,344","$112,952,899","$63,151,445"
Amélie,"$173,921,954","$33,225,499","$140,696,455"
Black Hawk Down,"$172,989,651","$108,638,745","$64,350,906"
The Princess Diaries,"$165,335,153","$108,248,956","$57,086,197"
Spy Kids,"$147,934,180","$112,719,001","$35,215,179"
The Mexican,"$147,845,033","$66,845,033","$81,000,000"
Swordfish,"$147,080,413","$69,772,969","$77,307,444"
Spy Game,"$143,049,560","$62,362,560","$80,687,000"
Legally Blonde,"$141,774,679","$96,520,674","$45,254,005"
Scary Movie 2,"$141,220,678","$71,308,997","$69,911,681"
Shallow Hal,"$141,069,860","$70,839,203","$70,230,657"
America's Sweethearts,"$138,307,673","$93,607,673","$44,700,000"
Save the Last Dance,"$131,706,809","$91,057,006","$40,649,803"
A Knight's Tale,"$117,487,473","$56,569,702","$60,917,771"
The Score,"$113,579,918","$71,107,711","$42,472,207"
Along Came a Spider,"$105,178,561","$74,078,174","$31,100,387"
Training Day,"$104,876,233","$76,631,907","$28,244,326"
Jimmy Neutron: Boy Genius,"$102,992,536","$80,936,232","$22,056,304"
Don't Say a Word,"$100,020,092","$55,001,642","$45,018,450"
Evolution,"$98,376,292","$38,345,494","$60,030,798"
I Am Sam,"$97,818,139","$40,311,852","$57,506,287"
Enemy at the Gates,"$96,976,270","$51,401,758","$45,574,512"
The Wedding Planner,"$94,728,529","$60,400,856","$34,327,673"
Behind Enemy Lines,"$91,753,202","$58,856,790","$32,896,412"
Gosford Park,"$87,754,044","$41,308,615","$46,445,429"
Ali,"$87,713,825","$58,203,105","$29,510,720"
Rat Race,"$85,498,534","$56,618,055","$28,880,479"
Final Fantasy: The Spirits Within,"$85,131,830","$32,131,830","$53,000,000"
The Animal,"$84,772,742","$57,743,062","$27,029,680"
Blow,"$83,282,296","$52,990,775","$30,291,521"
Exit Wounds,"$79,958,599","$51,758,599","$28,200,000"
Serendipity,"$77,516,304","$50,294,317","$27,221,987"
Kate & Leopold,"$76,019,048","$47,121,859","$28,897,189"
Manitou's Shoe,"$75,482,094",-,"$75,482,094"
From Hell,"$74,558,115","$31,602,566","$42,955,549"
The One,"$72,689,126","$43,905,746","$28,783,380"
The Royal Tenenbaums,"$71,441,250","$52,364,010","$19,077,240"
Down to Earth,"$71,186,502","$64,186,502","$7,000,000"
Brotherhood of the Wolf,"$70,752,904","$11,260,096","$59,492,808"
Thir13en Ghosts,"$68,467,960","$41,867,960","$26,600,000"
Pokémon 3 the Movie: Spell of the Unown,"$68,411,275","$17,052,128","$51,359,147"
Bandits,"$67,631,903","$41,575,141","$26,056,762"
Not Another Teen Movie,"$66,468,332","$38,252,284","$28,216,048"
Sweet November,"$65,754,228","$25,288,103","$40,466,125"
K-PAX,"$65,001,485","$50,338,485","$14,663,000"
Kiss of the Dragon,"$64,437,847","$36,845,124","$27,592,723"
Captain Corelli's Mandolin,"$62,112,895","$25,543,895","$36,569,000"
Zoolander,"$60,780,981","$45,172,250","$15,608,731"
The Crimson Rivers,"$60,094,966","$594,966","$59,500,000"
Jeepers Creepers,"$59,217,789","$37,904,175","$21,313,614"
Heartbreakers,"$57,756,408","$40,336,607","$17,419,801"
15 Minutes,"$56,359,980","$24,403,552","$31,956,428"
Driven,"$54,744,738","$32,720,065","$22,024,673"
Domestic Disturbance,"$54,249,294","$45,246,095","$9,003,199"
The Closet,"$50,104,745","$6,678,894","$43,425,851"
Monster's Ball,"$44,909,486","$31,273,922","$13,635,564"
Recess: School's Out,"$44,460,850","$36,706,141","$7,754,709"
Hardball,"$44,102,389","$40,222,729","$3,879,660"
In the Bedroom,"$43,368,779","$35,930,604","$7,438,175"
See Spot Run,"$43,057,552","$33,357,476","$9,700,076"
Shaolin Soccer,"$42,776,760","$489,600","$42,287,160"
Black Knight,"$39,976,235","$33,426,971","$6,549,264"
Memento,"$39,723,096","$25,544,867","$14,178,229"
Crocodile Dundee in Los Angeles,"$39,438,674","$25,635,682","$13,802,992"
Haunted Castle,"$39,093,166","$13,651,656","$25,441,510"
Someone Like You,"$38,689,940","$27,343,067","$11,346,873"
What's the Worst That Could Happen?,"$38,464,131","$32,269,834","$6,194,297"
The Majestic,"$37,317,558","$27,807,266","$9,510,292"
Valentine,"$36,684,136","$20,384,136","$16,300,000"
Joy Ride,"$36,642,838","$21,974,919","$14,667,919"
Riding in Cars with Boys,"$35,743,308","$30,165,536","$5,577,772"
Original Sin,"$35,402,320","$16,534,221","$18,868,099"
Jay and Silent Bob Strike Back,"$33,788,161","$30,085,147","$3,703,014"
And Your Mother Too,"$33,616,692","$13,839,658","$19,777,034"
The Musketeer,"$32,533,802","$27,073,640","$5,460,162"
Double Take,"$31,603,059","$29,831,583","$1,771,476"
How High,"$31,283,740","$31,178,740","$105,000"
Beauty and the Beast 2000 IMAX Release,"$31,033,346","$25,487,190","$5,546,156"
Joe Dirt,"$30,987,695","$27,087,695","$3,900,000"
Hearts in Atlantis,"$30,919,415","$24,185,781","$6,733,634"
Monsoon Wedding,"$30,787,356","$13,885,966","$16,901,390"
Angel Eyes,"$29,715,606","$24,174,218","$5,541,388"
The Pledge,"$29,419,291","$19,733,089","$9,686,202"
Baby Boy,"$29,381,649","$28,734,552","$647,097"
Heist,"$28,510,652","$23,510,841","$4,999,811"
The Tailor of Panama,"$28,008,462","$13,729,742","$14,278,720"
The Brothers,"$27,958,191","$27,457,409","$500,782"
The Last Castle,"$27,642,707","$18,244,060","$9,398,647"
Saving Silverman,"$26,086,706","$19,402,030","$6,684,676"
Corky Romano,"$25,272,752","$23,980,304","$1,292,448"
The Shipping News,"$24,690,441","$11,434,216","$13,256,225"
Joe Somebody,"$24,516,772","$22,771,646","$1,745,126"
Nowhere in Africa,"$24,322,180","$6,180,200","$18,141,980"
Tanguy,"$24,272,365",-,"$24,272,365"
Life as a House,"$23,903,791","$15,667,270","$8,236,521"
The Glass House,"$23,619,609","$18,150,259","$5,469,350"
Tomcats,"$23,430,766","$13,558,739","$9,872,027"
Kingdom Come,"$23,396,049","$23,249,649","$146,400"
Two Can Play That Game,"$22,391,450","$22,235,901","$155,549"
Winged Migration,"$21,493,351","$924,651","$20,568,700"
Amores Perros,"$20,908,467","$5,408,467","$15,500,000"
Mulholland Drive,"$20,117,339","$7,220,243","$12,897,096"
Himalaya 2001 Re-release,"$19,960,881","$2,487,878","$17,473,003"
Crazy/Beautiful,"$19,937,988","$16,937,988","$3,000,000"
Get Over It,"$19,900,366","$11,576,464","$8,323,902"
Summer Catch,"$19,772,447","$19,753,553","$18,894"
Shackleton's Antarctic Adventure,"$19,613,216","$15,553,324","$4,059,892"
Rock Star,"$19,334,145","$17,008,282","$2,325,863"
O,"$19,260,537","$16,025,437","$3,235,100"
The Man Who Wasn't There,"$18,916,623","$7,504,257","$11,412,366"
