Movie Title,World Wide,Deomestic,imdbid,year,bt_score,submitterid,dubious,Score Category
Scooby-Doo,275650703.0,153294164.0,267913,2002,3,5596,0.0,Beschdel test passed
8 Mile,242875078.0,116750901.0,298203,2002,1,3789,0.0,Female characters have no dialogue
Red Dragon,209196298.0,93149898.0,289765,2002,1,7671,0.0,Female characters have no dialogue
Two Weeks Notice,199043242.0,93354851.0,313737,2002,3,3171,0.0,Beschdel test passed
Panic Room,196397415.0,96397334.0,258000,2002,3,3690,0.0,Beschdel test passed
Gangs of New York,193772504.0,77812000.0,217505,2002,1,3795,0.0,Female characters have no dialogue
Road to Perdition,181001478.0,104454762.0,257044,2002,0,3664,0.0,Less than 2 named female characters
Sweet Home Alabama,180622424.0,127223418.0,256415,2002,3,14734,0.0,Beschdel test passed
Blade II,155010032.0,82348319.0,187738,2002,1,2965,0.0,Female characters have no dialogue
Maid in Manhattan,154906693.0,94011225.0,252076,2002,3,7464,0.0,Beschdel test passed
About a Boy,130549455.0,41385278.0,276751,2002,2,14854,0.0,Female character's dialogue is about boys
Spirit: Stallion of the Cimarron,122563539.0,73280117.0,166813,2002,1,2600,0.0,Female characters have no dialogue
Spy Kids 2: Island of Lost Dreams,119723358.0,85846429.0,287717,2002,3,2522,0.0,Beschdel test passed
Unfaithful,119137784.0,52775765.0,250797,2002,3,13715,0.0,Beschdel test passed
Snow Dogs,115035090.0,81172560.0,281373,2002,1,1837,0.0,Female characters have no dialogue
We Were Soldiers,114660784.0,78122718.0,277434,2002,3,8724,0.0,Beschdel test passed
Treasure Planet,109578115.0,38176783.0,133240,2002,3,2601,0.0,Beschdel test passed
About Schmidt,105834556.0,65016287.0,257360,2002,1,4782,0.0,Female characters have no dialogue
Reign of Fire,82150183.0,43061982.0,253556,2002,1,1201,0.0,Female characters have no dialogue
Jackass: The Movie,79493831.0,64255312.0,322802,2002,0,20118,0.0,Less than 2 named female characters
Windtalkers,77628265.0,40914068.0,245562,2002,0,15101,0.0,Less than 2 named female characters
Divine Secrets of the Ya-Ya Sisterhood,73839240.0,69599016.0,279778,2002,3,1066,0.0,Beschdel test passed
Ghost Ship,68349884.0,30113491.0,288477,2002,3,17555,0.0,Beschdel test passed
Bad Company,65977295.0,30160161.0,280486,2002,1,20154,0.0,Female characters have no dialogue
Bad Company,3674841.0,3674841.0,280486,2002,1,20154,0.0,Female characters have no dialogue
K-19: The Widowmaker,65716126.0,35168966.0,267626,2002,0,13972,0.0,Less than 2 named female characters
Crossroads,61141030.0,37191304.0,275022,2002,3,8272,0.0,Beschdel test passed
Crossroads,5839031.0,5839031.0,275022,2002,3,8272,0.0,Beschdel test passed
Drumline,57588485.0,56399184.0,303933,2002,1,4404,0.0,Female characters have no dialogue
Frida,56298474.0,25885000.0,120679,2002,2,2052,0.0,Female character's dialogue is about boys
Big Fat Liar,52970014.0,48360547.0,265298,2002,3,19415,0.0,Beschdel test passed
Dragonfly,52323400.0,30323400.0,259288,2002,1,14870,0.0,Female characters have no dialogue
One Hour Photo,52223306.0,31597131.0,265459,2002,1,11972,0.0,Female characters have no dialogue
Blue Crush,51843679.0,40390647.0,300532,2002,3,271,0.0,Beschdel test passed
Enough,51806184.0,40007742.0,278435,2002,2,19172,1.0,Dubious
A Walk to Remember,47494916.0,41281092.0,281358,2002,3,9610,0.0,Beschdel test passed
Queen of the Damned,45479110.0,30336800.0,238546,2002,3,7945,0.0,Beschdel test passed
Undercover Brother,41604473.0,39089928.0,279493,2002,3,9651,0.0,Beschdel test passed
Friday After Next,33526835.0,33253609.0,293815,2002,2,15177,0.0,Female character's dialogue is about boys
Confessions of a Dangerous Mind,33013805.0,16007718.0,270288,2002,2,10940,0.0,Female character's dialogue is about boys
City of God,30641770.0,7564459.0,317248,2002,1,2724,0.0,Female characters have no dialogue
Solaris,30002758.0,14973382.0,307479,2002,1,8625,0.0,Female characters have no dialogue
Far from Heaven,29027914.0,15901849.0,297884,2002,3,3336,0.0,Beschdel test passed
Punch-Drunk Love,24665649.0,17844216.0,272338,2002,1,9575,0.0,Female characters have no dialogue
Dark Water,24010000.0,,382628,2005,3,3747,0.0,Beschdel test passed
25th Hour,23928503.0,13084595.0,307901,2002,2,9234,1.0,Dubious
Antwone Fisher,23367586.0,21078145.0,168786,2002,1,8876,0.0,Female characters have no dialogue
Ali G Indahouse,23280529.0,,284837,2002,1,20127,0.0,Female characters have no dialogue
Super Troopers,23182223.0,18492362.0,247745,2001,1,2225,0.0,Female characters have no dialogue
White Oleander,21672284.0,16357770.0,283139,2002,3,2281,0.0,Beschdel test passed
Tuck Everlasting,19344615.0,19161999.0,283084,2002,3,1827,0.0,Beschdel test passed
Frailty,17423030.0,13110448.0,264616,2001,0,19602,0.0,Less than 2 named female characters
Life or Something Like It,16872671.0,14448589.0,282687,2002,3,11536,0.0,Beschdel test passed
Femme Fatale,16838910.0,6630252.0,280665,2002,3,15637,0.0,Beschdel test passed
They,16446271.0,12840842.0,283632,2002,3,9701,0.0,Beschdel test passed
Possession,14815898.0,10113733.0,82933,1981,1,19155,1.0,Dubious
Possession,14815898.0,10113733.0,368563,2008,3,9127,0.0,Beschdel test passed
Possession,1115028.0,1113538.0,82933,1981,1,19155,1.0,Dubious
Possession,1115028.0,1113538.0,368563,2008,3,9127,0.0,Beschdel test passed
Dirty Pretty Things,13904766.0,8112414.0,301199,2002,3,10846,1.0,Dubious
Pearl Harbor,449220945.0,198542554.0,213149,2001,2,4025,0.0,Female character's dialogue is about boys
Jurassic Park III,368780809.0,181171875.0,163025,2001,2,12280,0.0,Female character's dialogue is about boys
Planet of the Apes,362211740.0,180011740.0,133152,2001,3,11906,0.0,Beschdel test passed
Planet of the Apes,362211740.0,180011740.0,63442,1968,1,329,0.0,Female characters have no dialogue
Hannibal,351692268.0,165092268.0,212985,2001,3,7330,0.0,Beschdel test passed
Hannibal,351692268.0,165092268.0,2243973,2012,3,7294,0.0,Beschdel test passed
Rush Hour 2,347325802.0,226164286.0,266915,2001,3,14633,1.0,Dubious
American Pie 2,287553595.0,145103595.0,252866,2001,3,10357,0.0,Beschdel test passed
Spirited Away,274925095.0,10055859.0,245429,2001,3,743,0.0,Beschdel test passed
Lara Croft: Tomb Raider,274703340.0,131168070.0,146316,2001,0,76,0.0,Less than 2 named female characters
Vanilla Sky,203388341.0,100618344.0,259711,2001,1,8467,0.0,Female characters have no dialogue
Atlantis: The Lost Empire,186053725.0,84056472.0,230011,2001,1,1130,0.0,Female characters have no dialogue
Moulin Rouge!,179213434.0,57386607.0,203009,2001,3,2246,0.0,Beschdel test passed
Dr. Dolittle 2,176104344.0,112952899.0,240462,2001,3,5909,0.0,Beschdel test passed
Black Hawk Down,172989651.0,108638745.0,265086,2001,0,459,0.0,Less than 2 named female characters
Spy Kids,147934180.0,112719001.0,227538,2001,3,2521,0.0,Beschdel test passed
Swordfish,147080413.0,69772969.0,244244,2001,1,12848,0.0,Female characters have no dialogue
Spy Game,143049560.0,62362560.0,266987,2001,1,17759,0.0,Female characters have no dialogue
Legally Blonde,141774679.0,96520674.0,250494,2001,3,517,0.0,Beschdel test passed
Scary Movie 2,141220678.0,71308997.0,257106,2001,3,12519,0.0,Beschdel test passed
Shallow Hal,141069860.0,70839203.0,256380,2001,3,6966,0.0,Beschdel test passed
Save the Last Dance,131706809.0,91057006.0,206275,2001,3,8657,0.0,Beschdel test passed
Training Day,104876233.0,76631907.0,139654,2001,1,5732,0.0,Female characters have no dialogue
Jimmy Neutron: Boy Genius,102992536.0,80936232.0,268397,2001,3,17125,0.0,Beschdel test passed
Evolution,98376292.0,38345494.0,4291590,2015,0,14343,0.0,Less than 2 named female characters
I Am Sam,97818139.0,40311852.0,277027,2001,3,9584,0.0,Beschdel test passed
Enemy at the Gates,96976270.0,51401758.0,215750,2001,2,21143,0.0,Female character's dialogue is about boys
Behind Enemy Lines,91753202.0,58856790.0,159273,2001,0,14608,0.0,Less than 2 named female characters
Gosford Park,87754044.0,41308615.0,280707,2001,3,1156,0.0,Beschdel test passed
Rat Race,85498534.0,56618055.0,250687,2001,3,10033,0.0,Beschdel test passed
Final Fantasy: The Spirits Within,85131830.0,32131830.0,173840,2001,1,18337,0.0,Female characters have no dialogue
Blow,83282296.0,52990775.0,221027,2001,1,8952,0.0,Female characters have no dialogue
Serendipity,77516304.0,50294317.0,240890,2001,3,10086,0.0,Beschdel test passed
From Hell,74558115.0,31602566.0,120681,2001,3,8648,1.0,Dubious
Brotherhood of the Wolf,70752904.0,11260096.0,237534,2001,2,5305,0.0,Female character's dialogue is about boys
Thir13en Ghosts,68467960.0,41867960.0,245674,2001,1,8986,0.0,Female characters have no dialogue
Not Another Teen Movie,66468332.0,38252284.0,277371,2001,3,13781,0.0,Beschdel test passed
Sweet November,65754228.0,25288103.0,230838,2001,1,16692,0.0,Female characters have no dialogue
K-PAX,65001485.0,50338485.0,272152,2001,1,13133,0.0,Female characters have no dialogue
Kiss of the Dragon,64437847.0,36845124.0,271027,2001,1,7961,1.0,Dubious
Zoolander,60780981.0,45172250.0,196229,2001,3,2222,0.0,Beschdel test passed
Jeepers Creepers,59217789.0,37904175.0,263488,2001,3,5598,0.0,Beschdel test passed
Heartbreakers,57756408.0,40336607.0,125022,2001,3,9899,0.0,Beschdel test passed
Heartbreakers,148750.0,148750.0,125022,2001,3,9899,0.0,Beschdel test passed
In the Bedroom,43368779.0,35930604.0,247425,2001,3,15552,0.0,Beschdel test passed
Shaolin Soccer,42776760.0,489600.0,286112,2001,0,5835,0.0,Less than 2 named female characters
Memento,39723096.0,25544867.0,209144,2000,1,1,0.0,Female characters have no dialogue
Valentine,36684136.0,20384136.0,242998,2001,2,8371,1.0,Dubious
Riding in Cars with Boys,35743308.0,30165536.0,200027,2001,3,9753,0.0,Beschdel test passed
Original Sin,35402320.0,16534221.0,218922,2001,1,14895,0.0,Female characters have no dialogue
How High,31283740.0,31178740.0,278488,2001,1,13617,0.0,Female characters have no dialogue
Monsoon Wedding,30787356.0,13885966.0,265343,2001,3,272,0.0,Beschdel test passed
Heist,28510652.0,23510841.0,252503,2001,3,9996,0.0,Beschdel test passed
Nowhere in Africa,24322180.0,6180200.0,161860,2001,3,6252,0.0,Beschdel test passed
Tanguy,24272365.0,,274155,2001,1,9240,0.0,Female characters have no dialogue
Amores Perros,20908467.0,5408467.0,245712,2000,1,10938,0.0,Female characters have no dialogue
Iris,16153953.0,5594617.0,1606618,2011,3,4696,0.0,Beschdel test passed
Together,14572229.0,1034829.0,203166,2000,3,4098,0.0,Beschdel test passed
Freddy Got Fingered,14333252.0,14254993.0,240515,2001,0,17234,0.0,Less than 2 named female characters
Osmosis Jones,14026418.0,13596911.0,181739,2001,3,9062,1.0,Dubious
American Outlaws,13678913.0,13342790.0,244000,2001,1,1163,0.0,Female characters have no dialogue
Kabhi Khushi Kabhie Gham...,11329690.0,2902000.0,248126,2001,3,11240,0.0,Beschdel test passed
Sexy Beast,10045677.0,6946056.0,203119,2000,2,1809,1.0,Dubious
Mad Love,9306362.0,280046.0,26663,1935,2,15638,0.0,Female character's dialogue is about boys
Mad Love,15453274.0,15453274.0,26663,1935,2,15638,0.0,Female character's dialogue is about boys
Monkeybone,7622365.0,5411999.0,166276,2001,3,5945,1.0,Dubious
Read My Lips,5393526.0,1471911.0,274117,2001,3,7359,1.0,Dubious
Charlotte Gray,5323109.0,741394.0,245046,2001,3,11697,0.0,Beschdel test passed
Mission: Impossible II,546388108.0,215409889.0,120755,2000,0,10466,0.0,Less than 2 named female characters
Gladiator,460583960.0,187705427.0,172495,2000,0,1221,0.0,Less than 2 named female characters
Gladiator,9223441.0,9223441.0,172495,2000,0,1221,0.0,Less than 2 named female characters
Cast Away,429632142.0,233632142.0,162222,2000,2,6318,0.0,Female character's dialogue is about boys
What Women Want,374111707.0,182811707.0,207201,2000,1,1128,0.0,Female characters have no dialogue
Dinosaur,349822765.0,137748063.0,130623,2000,3,14088,0.0,Beschdel test passed
How the Grinch Stole Christmas,345842198.0,260745620.0,170016,2000,3,15458,0.0,Beschdel test passed
Meet the Parents,330444045.0,166244045.0,212338,2000,2,3810,0.0,Female character's dialogue is about boys
What Lies Beneath,291420351.0,155464351.0,161081,2000,3,1116,0.0,Beschdel test passed
Scary Movie,278019771.0,157019771.0,175142,2000,3,10323,0.0,Beschdel test passed
Erin Brockovich,256271286.0,125595205.0,195685,2000,3,124,0.0,Beschdel test passed
Unbreakable,248118121.0,95011339.0,217869,2000,0,1165,0.0,Less than 2 named female characters
Chicken Run,224834564.0,106834564.0,120630,2000,3,444,0.0,Beschdel test passed
Miss Congeniality,212742720.0,106807667.0,212346,2000,3,394,0.0,Beschdel test passed
Traffic,207515725.0,124115725.0,181865,2000,3,15459,0.0,Beschdel test passed
102 Dalmatians,183611771.0,66957026.0,211181,2000,3,11413,0.0,Beschdel test passed
Scream 3,161834276.0,89143175.0,134084,2000,3,8380,0.0,Beschdel test passed
Chocolat,152699946.0,71509363.0,94868,1988,3,20914,0.0,Beschdel test passed
Chocolat,152699946.0,71509363.0,241303,2000,3,729,0.0,Beschdel test passed
Chocolat,2317091.0,2317091.0,94868,1988,3,20914,0.0,Beschdel test passed
Chocolat,2317091.0,2317091.0,241303,2000,3,729,0.0,Beschdel test passed
Remember the Titans,136706683.0,115654751.0,210945,2000,3,1944,0.0,Beschdel test passed
Space Cowboys,128884132.0,90464773.0,186566,2000,2,13468,0.0,Female character's dialogue is about boys
Coyote Ugly,113916474.0,60786269.0,200550,2000,3,1139,0.0,Beschdel test passed
Final Destination,112880294.0,53331147.0,195714,2000,1,8218,0.0,Female characters have no dialogue
Billy Elliot,109280263.0,21995263.0,249462,2000,3,4499,0.0,Beschdel test passed
Romeo Must Die,91036760.0,55973336.0,165929,2000,0,7793,0.0,Less than 2 named female characters
Fantasia 2000,90874570.0,60655420.0,120910,1999,1,14390,0.0,Female characters have no dialogue
Autumn in New York,90726668.0,37761915.0,174480,2000,1,14857,0.0,Female characters have no dialogue
Bring It On,90449929.0,68379000.0,204946,2000,3,558,0.0,Beschdel test passed
Bedazzled,90383208.0,37886980.0,61391,1967,3,5726,0.0,Beschdel test passed
Men of Honor,82343495.0,48818921.0,203019,2000,1,17397,0.0,Female characters have no dialogue
Finding Forrester,80049764.0,51804714.0,181536,2000,2,14728,1.0,Dubious
"O Brother, Where Art Thou?",71868327.0,45512588.0,190590,2000,0,5614,1.0,Dubious
28 Days,62198945.0,37170488.0,191754,2000,3,957,0.0,Beschdel test passed
Next Friday,59827328.0,57328603.0,195945,2000,2,15180,0.0,Female character's dialogue is about boys
Little Nicky,58292295.0,39464775.0,185431,2000,1,5655,0.0,Female characters have no dialogue
Bounce,53425292.0,36805288.0,186894,2000,2,11100,0.0,Female character's dialogue is about boys
Hanging Up,51880044.0,36050230.0,162983,2000,3,12710,0.0,Beschdel test passed
Almost Famous,47383689.0,32534850.0,181875,2000,3,762,0.0,Beschdel test passed
High Fidelity,47126295.0,27287137.0,146882,2000,2,1030,0.0,Female character's dialogue is about boys
Where the Heart Is,40863718.0,33772838.0,100924,1990,3,10898,0.0,Beschdel test passed
Where the Heart Is,40863718.0,33772838.0,198021,2000,3,775,0.0,Beschdel test passed
Where the Heart Is,1106475.0,1106475.0,100924,1990,3,10898,0.0,Beschdel test passed
Where the Heart Is,1106475.0,1106475.0,198021,2000,3,775,0.0,Beschdel test passed
Bless the Child,40443010.0,29381494.0,163983,2000,2,14862,0.0,Female character's dialogue is about boys
Dancer in the Dark,40031879.0,4184036.0,168629,2000,3,2349,0.0,Beschdel test passed
Titan A.E.,36754634.0,22753426.0,120913,2000,3,1068,0.0,Beschdel test passed
Return to Me,36609995.0,32722798.0,122459,2000,3,1265,1.0,Dubious
American Psycho,34266564.0,15070285.0,144084,2000,3,1,0.0,Beschdel test passed
Red Planet,33463969.0,17480890.0,199753,2000,0,1,0.0,Less than 2 named female characters
Wonder Boys,33426588.0,19393557.0,185014,2000,1,17230,0.0,Female characters have no dialogue
Boiler Room,28780255.0,16970581.0,181984,2000,1,356,0.0,Female characters have no dialogue
Center Stage,26385941.0,17200925.0,210616,2000,3,1267,0.0,Beschdel test passed
Saving Grace,26330482.0,12178602.0,195234,2000,3,5043,0.0,Beschdel test passed
Best in Show,20789556.0,18715392.0,218839,2000,3,857,0.0,Beschdel test passed
Get Carter,19412993.0,14967182.0,67128,1971,1,14677,0.0,Female characters have no dialogue
Italian for Beginners,16349568.0,4544753.0,243862,2000,3,8997,0.0,Beschdel test passed
Supernova,14828081.0,14230455.0,134983,2000,3,12803,1.0,Dubious
Requiem for a Dream,7390108.0,3635482.0,180093,2000,3,2739,0.0,Beschdel test passed
East Is East,4177818.0,4177818.0,166175,1999,3,15884,1.0,Dubious
Beautiful,3169930.0,3157348.0,210567,2000,3,18092,0.0,Beschdel test passed
Hamlet,2046433.0,1577287.0,116477,1996,1,1333,0.0,Female characters have no dialogue
Hamlet,2046433.0,1577287.0,40416,1948,1,1332,0.0,Female characters have no dialogue
Hamlet,4739189.0,4708156.0,116477,1996,1,1333,0.0,Female characters have no dialogue
Hamlet,4739189.0,4708156.0,40416,1948,1,1332,0.0,Female characters have no dialogue
Hamlet,20710451.0,20710451.0,116477,1996,1,1333,0.0,Female characters have no dialogue
Hamlet,20710451.0,20710451.0,40416,1948,1,1332,0.0,Female characters have no dialogue
Cecil B. Demented,1961544.0,1284646.0,173716,2000,3,7213,0.0,Beschdel test passed
Star Wars: Episode I - The Phantom Menace,924305084.0,431088295.0,120915,1999,3,423,0.0,Beschdel test passed
Runaway Bride,309460292.0,152257509.0,163187,1999,1,19717,0.0,Female characters have no dialogue
Stuart Little,300135367.0,140035367.0,164912,1999,1,1132,0.0,Female characters have no dialogue
American Pie,235483004.0,102561004.0,163651,1999,2,3325,0.0,Female character's dialogue is about boys
Big Daddy,234801895.0,163479795.0,142342,1999,2,21153,0.0,Female character's dialogue is about boys
Wild Wild West,222104681.0,113804681.0,120891,1999,2,1188,0.0,Female character's dialogue is about boys
Austin Powers: The Spy Who Shagged Me,206756056.0,206040086.0,145660,1999,1,1,0.0,Female characters have no dialogue
Double Jeopardy,177841558.0,116741558.0,150377,1999,3,18244,0.0,Beschdel test passed
Analyze This,176885658.0,106885658.0,122933,1999,1,4881,0.0,Female characters have no dialogue
