Movie Title,World Wide,Deomestic,imdbid,year,bt_score,submitterid,dubious,Score Category
Godzilla,379014294.0,136314294.0,120685,1998,3,3129,1.0,Dubious
Rio 2,498781117.0,131538435.0,2357291,2014,3,9787,0.0,Beschdel test passed
Teenage Mutant Ninja Turtles,485004754.0,191204754.0,1291150,2014,3,10670,0.0,Beschdel test passed
Teenage Mutant Ninja Turtles,485004754.0,191204754.0,100758,1990,2,9680,1.0,Dubious
Teenage Mutant Ninja Turtles,135267509.0,135265915.0,1291150,2014,3,10670,0.0,Beschdel test passed
Teenage Mutant Ninja Turtles,135267509.0,135265915.0,100758,1990,2,9680,1.0,Dubious
Lucy,458863600.0,126663600.0,2872732,2014,3,10572,0.0,Beschdel test passed
Penguins of Madagascar,373515621.0,83850911.0,1911658,2014,0,11278,1.0,Dubious
Edge of Tomorrow,370541256.0,100206256.0,1631867,2014,1,10282,0.0,Female characters have no dialogue
Gone Girl,369330363.0,167767189.0,2267998,2014,3,10961,0.0,Beschdel test passed
Night at the Museum: Secret of the Tomb,363204635.0,113746621.0,2692250,2014,1,16121,0.0,Female characters have no dialogue
Noah,359200044.0,101200044.0,1959490,2014,3,9797,0.0,Beschdel test passed
300: Rise of an Empire,337580051.0,106580051.0,1253863,2014,1,9612,0.0,Female characters have no dialogue
Divergent,288885818.0,150947895.0,1840309,2014,3,9726,0.0,Beschdel test passed
Paddington,282370135.0,76271832.0,1109624,2014,3,11395,0.0,Beschdel test passed
Neighbors,270665134.0,150157400.0,2004420,2014,3,10160,1.0,Dubious
Neighbors,29916207.0,29916207.0,2004420,2014,3,10160,1.0,Dubious
Exodus: Gods and Kings,268175631.0,65014513.0,1528100,2014,2,11449,0.0,Female character's dialogue is about boys
Annabelle,257047661.0,84273813.0,3322940,2014,3,10971,0.0,Beschdel test passed
Hercules,244819862.0,72688614.0,1267297,2014,2,10596,0.0,Female character's dialogue is about boys
Hercules,244819862.0,72688614.0,85672,1983,3,9613,1.0,Dubious
Hercules,244819862.0,72688614.0,119282,1997,3,510,0.0,Beschdel test passed
Hercules,99112101.0,99112101.0,1267297,2014,2,10596,0.0,Female character's dialogue is about boys
Hercules,99112101.0,99112101.0,85672,1983,3,9613,1.0,Dubious
Hercules,99112101.0,99112101.0,119282,1997,3,510,0.0,Beschdel test passed
Hercules,10676194.0,10676194.0,1267297,2014,2,10596,0.0,Female character's dialogue is about boys
Hercules,10676194.0,10676194.0,85672,1983,3,9613,1.0,Dubious
Hercules,10676194.0,10676194.0,119282,1997,3,510,0.0,Beschdel test passed
RoboCop,242688965.0,58607007.0,93870,1987,1,263,0.0,Female characters have no dialogue
RoboCop,53424681.0,53424681.0,93870,1987,1,263,0.0,Female characters have no dialogue
Non-Stop,222809600.0,92168600.0,2024469,2014,3,9555,0.0,Beschdel test passed
Dracula Untold,217124280.0,56280355.0,829150,2014,0,16286,0.0,Less than 2 named female characters
Into the Woods,212902372.0,128002372.0,2180411,2014,3,17059,1.0,Dubious
Into the Woods,212902372.0,128002372.0,2180411,2014,3,11407,0.0,Beschdel test passed
Fury,211817906.0,85817906.0,27652,1936,2,11592,0.0,Female character's dialogue is about boys
Fury,211817906.0,85817906.0,2713180,2014,1,11092,0.0,Female characters have no dialogue
Need for Speed,203277636.0,43577636.0,2369135,2014,1,10685,0.0,Female characters have no dialogue
Into the Storm,161502194.0,47602194.0,2106361,2014,3,10644,0.0,Beschdel test passed
Unbroken,161459297.0,115637895.0,1809398,2014,0,11436,0.0,Less than 2 named female characters
Ride Along,154468902.0,134938200.0,1408253,2014,0,9302,0.0,Less than 2 named female characters
Annie,136853506.0,85911262.0,1823664,2014,3,11415,1.0,Dubious
Annie,136853506.0,85911262.0,207972,1999,3,9717,0.0,Beschdel test passed
Annie,136853506.0,85911262.0,83564,1982,3,724,0.0,Beschdel test passed
Annie,57059003.0,57059003.0,1823664,2014,3,11415,1.0,Dubious
Annie,57059003.0,57059003.0,207972,1999,3,9717,0.0,Beschdel test passed
Annie,57059003.0,57059003.0,83564,1982,3,724,0.0,Beschdel test passed
Jack Ryan: Shadow Recruit,135503748.0,50577412.0,1205537,2014,1,9272,0.0,Female characters have no dialogue
Blended,127994610.0,46294610.0,1086772,2014,3,10599,0.0,Beschdel test passed
Pompeii,117831631.0,23219748.0,1921064,2014,3,9521,0.0,Beschdel test passed
Seventh Son,114178613.0,17223265.0,1121096,2014,3,11848,0.0,Beschdel test passed
Horrible Bosses 2,107645357.0,54445357.0,2170439,2014,1,16309,0.0,Female characters have no dialogue
Ouija,103590271.0,50856010.0,1204977,2014,3,11358,0.0,Beschdel test passed
Transcendence,103039258.0,23022309.0,2209764,2014,1,9968,0.0,Female characters have no dialogue
Tammy,100375432.0,84525432.0,2103254,2014,3,10471,0.0,Beschdel test passed
PK,100370104.0,10616104.0,2338151,2014,2,18961,0.0,Female character's dialogue is about boys
Paranormal Activity: The Marked Ones,90894962.0,32462372.0,2473682,2014,2,9559,1.0,Dubious
A Million Ways to Die in the West,87189756.0,43139300.0,2557490,2014,2,10260,0.0,Female character's dialogue is about boys
Step Up All In,86165646.0,14904384.0,2626350,2014,2,12506,0.0,Female character's dialogue is about boys
John Wick,86013056.0,43037835.0,2911666,2014,1,11157,0.0,Female characters have no dialogue
Muppets Most Wanted,80383113.0,51183113.0,2281587,2014,1,10153,0.0,Female characters have no dialogue
If I Stay,78274843.0,50474843.0,1355630,2014,3,10758,0.0,Beschdel test passed
"I, Frankenstein",76801179.0,19075290.0,1418377,2014,1,9558,0.0,Female characters have no dialogue
Crimson Peak,74679822.0,31090320.0,2554274,2015,3,12663,0.0,Beschdel test passed
Brick Mansions,71416730.0,20396829.0,1430612,2014,3,10075,1.0,Dubious
Jersey Boys,67647013.0,47047013.0,1742044,2014,2,10571,0.0,Female character's dialogue is about boys
Selma,66787908.0,52076908.0,1020072,2014,3,11310,0.0,Beschdel test passed
Begin Again,63464861.0,16170632.0,1980929,2014,3,10491,0.0,Beschdel test passed
A Walk Among the Tombstones,58834384.0,26307600.0,365907,2014,1,10869,0.0,Female characters have no dialogue
Dolphin Tale 2,57824533.0,42024533.0,2978462,2014,3,16305,0.0,Beschdel test passed
St. Vincent,54837234.0,44137712.0,2170593,2014,3,11430,0.0,Beschdel test passed
No Good Deed,54323210.0,52543632.0,2011159,2014,3,10992,1.0,Dubious
3 Days to Kill,53260230.0,30697999.0,2172934,2014,3,9512,0.0,Beschdel test passed
Wild,52501541.0,37880356.0,2305051,2014,3,11336,0.0,Beschdel test passed
Magic in the Moonlight,51029361.0,10539326.0,2870756,2014,3,11269,0.0,Beschdel test passed
About Last Night,50445860.0,48637684.0,90583,1986,3,18372,0.0,Beschdel test passed
About Last Night,50445860.0,48637684.0,1826590,2014,2,16327,0.0,Female character's dialogue is about boys
About Last Night,38702310.0,38702310.0,90583,1986,3,18372,0.0,Beschdel test passed
About Last Night,38702310.0,38702310.0,1826590,2014,2,16327,0.0,Female character's dialogue is about boys
Whiplash,48982041.0,13092000.0,2582802,2014,1,11003,0.0,Female characters have no dialogue
Chef,48428048.0,31424003.0,2883512,2014,1,10158,0.0,Female characters have no dialogue
Boyhood,48137666.0,25352281.0,1065073,2014,3,10235,0.0,Beschdel test passed
Nightcrawler,47425835.0,32381217.0,2872718,2014,3,11143,0.0,Beschdel test passed
That Awkward Moment,45640143.0,26068955.0,1800246,2014,3,9585,1.0,Dubious
Oculus,44446287.0,27695246.0,2388715,2014,3,9995,0.0,Beschdel test passed
This Is Where I Leave You,41296320.0,34296320.0,1371150,2014,2,11351,0.0,Female character's dialogue is about boys
Sin City: A Dame to Kill For,39407616.0,13757804.0,458481,2014,1,10740,0.0,Female characters have no dialogue
Million Dollar Arm,38483455.0,36457627.0,1647668,2014,1,9909,0.0,Female characters have no dialogue
A Most Wanted Man,36233517.0,17237855.0,1972571,2014,2,10729,0.0,Female character's dialogue is about boys
Tinker Bell and the Legend of the NeverBeast,31836701.0,,3120408,2014,3,12549,0.0,Beschdel test passed
When the Game Stands Tall,30138754.0,30127963.0,2247476,2014,1,10721,0.0,Female characters have no dialogue
Draft Day,29824199.0,28842237.0,2223990,2014,2,10068,0.0,Female character's dialogue is about boys
Big Eyes,29253166.0,14482031.0,1126590,2014,3,11782,0.0,Beschdel test passed
Grace of Monaco,27515247.0,,2095649,2014,3,10249,0.0,Beschdel test passed
Top Five,26117471.0,25317471.0,2784678,2014,3,11463,0.0,Beschdel test passed
"Love, Rosie",25574387.0,20431.0,1638002,2014,3,11837,0.0,Beschdel test passed
Fading Gigolo,22706304.0,3769873.0,2258345,2013,2,10037,0.0,Female character's dialogue is about boys
Frozen,1280802282.0,400738009.0,2294629,2013,3,8810,0.0,Beschdel test passed
Frozen,1280802282.0,400738009.0,1323045,2010,1,6086,0.0,Female characters have no dialogue
Iron Man 3,1214811252.0,409013994.0,1300854,2013,3,7037,1.0,Dubious
Despicable Me 2,970766005.0,368065385.0,1690953,2013,3,7572,0.0,Beschdel test passed
Monsters University,743559607.0,268492764.0,1453405,2013,1,7448,0.0,Female characters have no dialogue
Gravity,723192705.0,274092705.0,1454468,2013,0,8403,0.0,Less than 2 named female characters
Man of Steel,670145518.0,291045518.0,770828,2013,3,7387,0.0,Beschdel test passed
Thor: The Dark World,644783140.0,206362140.0,1981115,2013,3,8584,0.0,Beschdel test passed
World War Z,540007876.0,202359711.0,816711,2013,3,7456,1.0,Dubious
Oz the Great and Powerful,493311825.0,234911825.0,1623205,2013,3,6739,0.0,Beschdel test passed
Star Trek Into Darkness,467365246.0,228778661.0,1408101,2013,1,7119,0.0,Female characters have no dialogue
Pacific Rim,411002906.0,101802906.0,1663662,2013,1,7686,0.0,Female characters have no dialogue
G.I. Joe: Retaliation,375740705.0,122523060.0,1583421,2013,3,6869,0.0,Beschdel test passed
Now You See Me,351723989.0,117723989.0,1670345,2013,1,7292,0.0,Female characters have no dialogue
A Good Day to Die Hard,304654182.0,67349198.0,1606378,2013,1,9015,0.0,Female characters have no dialogue
Oblivion,286168572.0,89107235.0,1483013,2013,3,6963,0.0,Beschdel test passed
Elysium,286140700.0,93050117.0,1535108,2013,3,7996,0.0,Beschdel test passed
Turbo,282570682.0,83028128.0,1860353,2013,3,7787,1.0,Dubious
Cloudy with a Chance of Meatballs 2,274325949.0,119793567.0,1985966,2013,3,9321,0.0,Beschdel test passed
Epic,268426634.0,107518682.0,848537,2013,3,7279,0.0,Beschdel test passed
American Hustle,251171807.0,150117807.0,1800241,2013,3,8906,0.0,Beschdel test passed
Grown Ups 2,246984278.0,133668525.0,2191701,2013,2,7887,0.0,Female character's dialogue is about boys
After Earth,243611982.0,60522097.0,1815862,2013,1,7296,1.0,Dubious
Planes,239258712.0,90288712.0,1691917,2013,1,8000,0.0,Female characters have no dialogue
Captain Phillips,218791811.0,107100855.0,1535109,2013,1,8442,0.0,Female characters have no dialogue
White House Down,205366737.0,73103784.0,2334879,2013,2,7596,0.0,Female character's dialogue is about boys
Percy Jackson: Sea of Monsters,199850315.0,68559554.0,1854564,2013,3,8898,0.0,Beschdel test passed
Jack the Giant Slayer,197687603.0,65187603.0,1351685,2013,0,6719,0.0,Less than 2 named female characters
12 Years a Slave,187733202.0,56671993.0,2024544,2013,3,9099,0.0,Beschdel test passed
Identity Thief,173965010.0,134506920.0,2024432,2013,2,6557,0.0,Female character's dialogue is about boys
Anchorman 2: The Legend Continues,171464676.0,125168368.0,1229340,2013,3,9727,0.0,Beschdel test passed
Olympus Has Fallen,170270201.0,98925640.0,2302755,2013,1,6871,0.0,Female characters have no dialogue
Insidious: Chapter 2,161919318.0,83586447.0,2226417,2013,2,8844,0.0,Female character's dialogue is about boys
Lone Survivor,154802912.0,125095601.0,1091191,2013,0,16050,0.0,Less than 2 named female characters
47 Ronin,151783839.0,38362475.0,1335975,2013,2,9033,0.0,Female character's dialogue is about boys
Mama,146428180.0,71628180.0,2023587,2013,3,6469,0.0,Beschdel test passed
Escape Plan,137328301.0,25135965.0,1211956,2013,2,8461,1.0,Dubious
2 Guns,131940411.0,75612460.0,1272878,2013,1,7972,0.0,Female characters have no dialogue
This Is the End,126041322.0,101470202.0,1245492,2013,1,7254,0.0,Female characters have no dialogue
Prisoners,122126687.0,61002302.0,1392214,2013,3,8374,0.0,Beschdel test passed
Saving Mr. Banks,117867984.0,83301580.0,2140373,2013,3,9000,0.0,Beschdel test passed
Warm Bodies,116980662.0,66380662.0,1588173,2013,2,6499,0.0,Female character's dialogue is about boys
Gangster Squad,105200903.0,46000903.0,1321870,2013,1,6404,0.0,Female characters have no dialogue
Instructions Not Included,100486616.0,44467206.0,2378281,2013,3,8399,1.0,Dubious
Philomena,100129872.0,37709979.0,2431286,2013,3,8866,0.0,Beschdel test passed
Blue Jasmine,99104804.0,33405481.0,2334873,2013,3,7932,0.0,Beschdel test passed
Young Detective Dee: Rise of the Sea Dragon,98774891.0,87783.0,2992146,2013,2,11736,0.0,Female character's dialogue is about boys
Riddick,98337295.0,42025135.0,1411250,2013,0,8176,0.0,Less than 2 named female characters
Safe Haven,97594140.0,71349120.0,1702439,2013,3,6619,0.0,Beschdel test passed
Evil Dead,97542952.0,54239856.0,1288558,2013,3,6889,0.0,Beschdel test passed
42,97470701.0,95020213.0,453562,2013,2,6962,0.0,Female character's dialogue is about boys
Rush,95224595.0,26947624.0,1979320,2013,1,9184,0.0,Female characters have no dialogue
Rush,7241350.0,7241350.0,1979320,2013,1,9184,0.0,Female characters have no dialogue
About Time,87100449.0,15322921.0,2194499,2013,3,8491,0.0,Beschdel test passed
Snowpiercer,86758912.0,4563650.0,1706620,2013,3,9705,1.0,Dubious
Carrie,84790678.0,35266619.0,1939659,2013,3,6637,0.0,Beschdel test passed
Carrie,84790678.0,35266619.0,319970,2002,3,5957,0.0,Beschdel test passed
Carrie,84790678.0,35266619.0,74285,1976,3,130,0.0,Beschdel test passed
Finding Mr. Right,84112033.0,6945.0,2169322,2013,1,10076,1.0,Dubious
R.I.P.D.,78324220.0,33618855.0,790736,2013,1,7798,0.0,Female characters have no dialogue
Escape from Planet Earth,74597643.0,57012977.0,765446,2013,3,6706,0.0,Beschdel test passed
August: Osage County,74188937.0,37738810.0,1322269,2013,3,8845,0.0,Beschdel test passed
Stalingrad,68316452.0,1013945.0,1966566,2013,1,13251,0.0,Female characters have no dialogue
Side Effects,63414135.0,32172757.0,2053463,2013,3,6623,0.0,Beschdel test passed
Runner Runner,62675095.0,19316646.0,2364841,2013,0,8400,0.0,Less than 2 named female characters
Kick-Ass 2,60795985.0,28795985.0,1650554,2013,3,8022,0.0,Beschdel test passed
A Haunted House,60159584.0,40041683.0,2243537,2013,3,16264,1.0,Dubious
Beautiful Creatures,60052138.0,19452138.0,1559547,2013,3,6625,0.0,Beschdel test passed
Beautiful Creatures,60052138.0,19452138.0,221889,2000,3,2925,0.0,Beschdel test passed
Dallas Buyers Club,55198285.0,27298285.0,790636,2013,3,8408,0.0,Beschdel test passed
Delivery Man,53120346.0,30664106.0,2387559,2013,1,18656,0.0,Female characters have no dialogue
Dragon Ball Z: Battle of Gods,50461371.0,2553002.0,2263944,2013,3,9699,1.0,Dubious
Her,48517427.0,25568251.0,1798709,2013,2,8812,0.0,Female character's dialogue is about boys
Homefront,48449416.0,20158898.0,2312718,2013,2,10543,0.0,Female character's dialogue is about boys
Parker,46922566.0,17616641.0,1904996,2013,3,7242,0.0,Beschdel test passed
Tarzan,44095996.0,,120855,1999,2,1294,0.0,Female character's dialogue is about boys
Tarzan,448191819.0,171091819.0,120855,1999,2,1294,0.0,Female character's dialogue is about boys
Don Jon,39439355.0,24477704.0,2229499,2013,3,8241,1.0,Dubious
Hide and Seek,35461505.0,,382077,2005,3,136,0.0,Beschdel test passed
Hide and Seek,123204920.0,51100486.0,382077,2005,3,136,0.0,Beschdel test passed
Inside Llewyn Davis,32935319.0,13235319.0,2042568,2013,1,8739,0.0,Female characters have no dialogue
Mud,32613173.0,21590086.0,1935179,2013,1,7074,0.0,Female characters have no dialogue
Spring Breakers,31724284.0,14124284.0,2101441,2012,3,6533,0.0,Beschdel test passed
Mandela: Long Walk to Freedom,27985788.0,8323085.0,2304771,2013,1,9085,0.0,Female characters have no dialogue
Dark Skies,27858103.0,17418667.0,2387433,2013,2,7999,0.0,Female character's dialogue is about boys
Nebraska,27682872.0,17654912.0,1821549,2013,3,8406,0.0,Beschdel test passed
Enough Said,25288872.0,17550872.0,2390361,2013,3,8622,0.0,Beschdel test passed
Trance,24261569.0,2328743.0,1924429,2013,0,6893,1.0,Dubious
Skyfall,1108561013.0,304360277.0,1074638,2012,3,5985,1.0,Dubious
Ice Age: Continental Drift,877244782.0,161321843.0,1667889,2012,2,19558,0.0,Female character's dialogue is about boys
Life of Pi,609016565.0,124987023.0,454876,2012,1,6276,0.0,Female characters have no dialogue
Ted,549368315.0,218815487.0,1637725,2012,2,5500,0.0,Female character's dialogue is about boys
Brave,538983207.0,237283207.0,1217209,2012,3,5416,0.0,Beschdel test passed
Wreck-It Ralph,471222889.0,189422889.0,1772341,2012,3,6025,0.0,Beschdel test passed
Django Unchained,425368238.0,162805434.0,1853728,2012,1,6307,0.0,Female characters have no dialogue
Prometheus,403354469.0,126477084.0,1446714,2012,3,5285,0.0,Beschdel test passed
Snow White and the Huntsman,396592829.0,155332381.0,1735898,2012,3,5277,0.0,Beschdel test passed
Taken 2,376141306.0,139854287.0,1397280,2012,2,6301,0.0,Female character's dialogue is about boys
Hotel Transylvania,358375603.0,148313048.0,837562,2012,3,5895,0.0,Beschdel test passed
Journey 2: The Mysterious Island,335260290.0,103860290.0,1397514,2012,1,18591,0.0,Female characters have no dialogue
Rise of the Guardians,306941670.0,103412758.0,1446192,2012,1,6234,0.0,Female characters have no dialogue
Battleship,303025485.0,65422625.0,1440129,2012,1,5061,0.0,Female characters have no dialogue
Wrath of the Titans,301970083.0,83670083.0,1646987,2012,1,4980,0.0,Female characters have no dialogue
John Carter,284139100.0,73078100.0,401729,2012,3,4890,0.0,Beschdel test passed
Lincoln,275293450.0,182207973.0,443272,2012,3,6047,0.0,Beschdel test passed
Dark Shadows,245527149.0,79727149.0,1077368,2012,3,5187,0.0,Beschdel test passed
Resident Evil: Retribution,240159255.0,42345531.0,1855325,2012,3,5798,0.0,Beschdel test passed
Silver Linings Playbook,236412453.0,132092958.0,1045658,2012,3,6366,0.0,Beschdel test passed
Argo,232325503.0,136025503.0,1024648,2012,3,5988,0.0,Beschdel test passed
Jack Reacher,218340595.0,80070736.0,790724,2012,1,6220,0.0,Female characters have no dialogue
21 Jump Street,201585328.0,138447667.0,1232829,2012,2,5423,0.0,Female character's dialogue is about boys
Total Recall,198467168.0,58877969.0,1386703,2012,1,5796,0.0,Female characters have no dialogue
Total Recall,119394840.0,119394840.0,1386703,2012,1,5796,0.0,Female characters have no dialogue
Mirror Mirror,183018522.0,64935167.0,1667353,2012,3,4985,1.0,Dubious
Looper,176506819.0,66486205.0,1276104,2012,1,5843,0.0,Female characters have no dialogue
Magic Mike,167221571.0,113721571.0,1915581,2012,3,5428,0.0,Beschdel test passed
Flight,161772375.0,93772375.0,1907668,2012,3,6613,1.0,Dubious
Underworld: Awakening,160112671.0,62321039.0,1496025,2012,3,4655,0.0,Beschdel test passed
This Means War,156491279.0,54760791.0,1596350,2012,2,4770,0.0,Female character's dialogue is about boys
Paranormal Activity 4,142802657.0,53885000.0,2109184,2012,3,8014,0.0,Beschdel test passed
Step Up Revolution,140470746.0,35074677.0,1800741,2012,3,5584,0.0,Beschdel test passed
Last Vegas,134402450.0,63914167.0,1204975,2013,1,9436,0.0,Female characters have no dialogue
Zero Dark Thirty,132820716.0,95720716.0,1790885,2012,3,6198,0.0,Beschdel test passed
Ghost Rider: Spirit of Vengeance,132563930.0,51774002.0,1071875,2011,0,4842,0.0,Less than 2 named female characters
Cloud Atlas,130482868.0,27108272.0,1371111,2012,3,5897,0.0,Beschdel test passed
Chronicle,126636097.0,64575175.0,1706593,2012,1,4732,0.0,Female characters have no dialogue
Parental Guidance,119772232.0,77267296.0,1047540,2012,3,7648,0.0,Beschdel test passed
Abraham Lincoln: Vampire Hunter,116471580.0,37519139.0,1611224,2012,3,5674,1.0,Dubious
Pitch Perfect,115350426.0,65001093.0,1981677,2012,3,5874,0.0,Beschdel test passed
Hope Springs,114281051.0,63536011.0,1535438,2012,3,5959,0.0,Beschdel test passed
ParaNorman,107139399.0,56003051.0,1623288,2012,3,5651,0.0,Beschdel test passed
Project X,102731865.0,54731865.0,1636826,2012,1,14792,0.0,Female characters have no dialogue
Project X,18532286.0,18532286.0,1636826,2012,1,14792,0.0,Female characters have no dialogue
Contraband,96262212.0,66528000.0,1524137,2012,3,6780,0.0,Beschdel test passed
Think Like a Man,96070507.0,91547205.0,1621045,2012,3,8838,0.0,Beschdel test passed
This Is 40,88215156.0,67544505.0,1758830,2012,3,6280,0.0,Beschdel test passed
Savages,82966152.0,47382068.0,1615065,2012,3,5471,0.0,Beschdel test passed
Sinister,82515113.0,48086903.0,1922777,2012,2,5893,0.0,Female character's dialogue is about boys
Act of Valor,82497035.0,70012847.0,1591479,2012,0,8765,0.0,Less than 2 named female characters
Frankenweenie,81491068.0,35291068.0,1142977,2012,0,5891,0.0,Less than 2 named female characters
Diary of a Wimpy Kid: Dog Days,77229695.0,49008662.0,2023453,2012,3,18397,0.0,Beschdel test passed
Anna Karenina,68929150.0,12816367.0,1781769,2012,2,6197,0.0,Female character's dialogue is about boys
Anna Karenina,68929150.0,12816367.0,40098,1948,2,1363,0.0,Female character's dialogue is about boys
Anna Karenina,68929150.0,12816367.0,26071,1935,2,1362,0.0,Female character's dialogue is about boys
Anna Karenina,858553.0,858553.0,1781769,2012,2,6197,0.0,Female character's dialogue is about boys
Anna Karenina,858553.0,858553.0,40098,1948,2,1363,0.0,Female character's dialogue is about boys
Anna Karenina,858553.0,858553.0,26071,1935,2,1362,0.0,Female character's dialogue is about boys
Moonrise Kingdom,68263166.0,45512466.0,1748122,2012,3,5351,0.0,Beschdel test passed
Evangelion: 3.0 You Can (Not) Redo,60488344.0,174945.0,860907,2012,3,7642,0.0,Beschdel test passed
Quartet,59520298.0,18390117.0,1441951,2012,3,6479,0.0,Beschdel test passed
Rock of Ages,59418613.0,38518613.0,1336608,2012,3,5361,0.0,Beschdel test passed
Lawless,55404159.0,37400127.0,1212450,2012,1,5690,0.0,Female characters have no dialogue
End of Watch,55078146.0,41003371.0,1855199,2012,3,9639,0.0,Beschdel test passed
Red Dawn,50950296.0,44806783.0,1234719,2012,1,6168,0.0,Female characters have no dialogue
Red Dawn,38376497.0,38376497.0,1234719,2012,1,6168,0.0,Female characters have no dialogue
Red Tails,50365498.0,49876377.0,485985,2012,2,4678,0.0,Female character's dialogue is about boys
Tad: The Lost Explorer,49490859.0,,1764625,2012,1,10920,0.0,Female characters have no dialogue
Man on a Ledge,47636031.0,18620000.0,1568338,2012,1,5276,0.0,Female characters have no dialogue
House at the End of the Street,44287131.0,31611916.0,1582507,2012,3,5863,0.0,Beschdel test passed
Safe,41564670.0,17142080.0,1656190,2012,1,6521,1.0,Dubious
Safe,41564670.0,17142080.0,114323,1995,3,3429,0.0,Beschdel test passed
Chernobyl Diaries,38390020.0,18119640.0,1991245,2012,1,5262,0.0,Female characters have no dialogue
Killing Them Softly,37930465.0,15026056.0,1764234,2012,0,5865,0.0,Less than 2 named female characters
Arbitrage,35485056.0,7919574.0,1764183,2012,2,6250,0.0,Female character's dialogue is about boys
Salmon Fishing in the Yemen,34564651.0,9047981.0,1441952,2011,2,5166,0.0,Female character's dialogue is about boys
Haywire,34513760.0,18942396.0,1506999,2011,0,4656,0.0,Less than 2 named female characters
Premium Rush,31083599.0,20275446.0,1547234,2012,3,5711,0.0,Beschdel test passed
Amour,29652180.0,6739492.0,1602620,2012,3,6286,1.0,Dubious
Seven Psychopaths,29347202.0,15024049.0,1931533,2012,1,5892,0.0,Female characters have no dialogue
Hitchcock,27039669.0,6008677.0,975645,2012,2,6230,0.0,Female character's dialogue is about boys
Big Miracle,24719215.0,20157300.0,1430615,2012,3,4791,0.0,Beschdel test passed
Sparkle,24637800.0,24397469.0,1876451,2012,3,6160,0.0,Beschdel test passed
Sparkle,24637800.0,24397469.0,75249,1976,3,4021,0.0,Beschdel test passed
Wanderlust,23812816.0,17450535.0,1655460,2012,3,5663,0.0,Beschdel test passed
Kon-Tiki,22842887.0,1517410.0,1613750,2012,0,6782,0.0,Less than 2 named female characters
Beasts of the Southern Wild,21107746.0,12795746.0,2125435,2012,3,5489,1.0,Dubious
Harry Potter and the Deathly Hallows: Part 2,1341511219.0,381011219.0,1201607,2011,3,3773,1.0,Dubious
Transformers: Dark of the Moon,1123794079.0,352390543.0,1399103,2011,3,3635,0.0,Beschdel test passed
Pirates of the Caribbean: On Stranger Tides,1045713802.0,241071802.0,1298650,2011,1,3327,0.0,Female characters have no dialogue
Mission: Impossible - Ghost Protocol,694713380.0,209397903.0,1229238,2011,1,4582,0.0,Female characters have no dialogue
Kung Fu Panda 2,665692281.0,165249063.0,1302011,2011,3,4044,0.0,Beschdel test passed
Fast Five,626137675.0,209837675.0,1596343,2011,3,3178,0.0,Beschdel test passed
Cars 2,559852396.0,191452396.0,1216475,2011,2,4205,0.0,Female character's dialogue is about boys
Puss in Boots,554987477.0,149260504.0,448694,2011,1,4389,0.0,Female characters have no dialogue
Sherlock Holmes: A Game of Shadows,543848418.0,186848418.0,1515091,2011,1,4505,0.0,Female characters have no dialogue
Rio,483866518.0,143619809.0,1436562,2011,1,3094,0.0,Female characters have no dialogue
Rise of the Planet of the Apes,481800873.0,176760185.0,1318514,2011,1,3889,0.0,Female characters have no dialogue
Thor,449326618.0,181030624.0,800369,2011,3,3156,0.0,Beschdel test passed
Captain America: The First Avenger,370569774.0,176654505.0,458339,2011,1,3821,0.0,Female characters have no dialogue
X-Men: First Class,352616690.0,146408305.0,1270798,2011,3,3436,0.0,Beschdel test passed
Alvin and the Chipmunks: Chipwrecked,342695435.0,133110742.0,1615918,2011,3,4528,1.0,Dubious
Real Steel,299268508.0,85468508.0,433035,2011,1,4157,0.0,Female characters have no dialogue
Bridesmaids,288383523.0,169106725.0,1478338,2011,3,2887,0.0,Beschdel test passed
Super 8,260095986.0,127004179.0,1650062,2011,3,3487,0.0,Beschdel test passed
Rango,245724603.0,123477607.0,1192628,2011,1,2880,0.0,Female characters have no dialogue
Green Lantern,237201172.0,116601172.0,1133985,2011,1,3532,0.0,Female characters have no dialogue
Immortals,226904017.0,83504017.0,1253864,2011,2,4321,0.0,Female character's dialogue is about boys
Bad Teacher,216197492.0,100292856.0,1284575,2011,3,3611,0.0,Beschdel test passed
Just Go with It,214945591.0,103028109.0,1564367,2011,3,4386,1.0,Dubious
Horrible Bosses,209838559.0,117538559.0,1499658,2011,3,3723,0.0,Beschdel test passed
Paranormal Activity 3,207039844.0,104028807.0,1778304,2011,3,4388,0.0,Beschdel test passed
Hugo,185770160.0,73864507.0,970179,2011,3,4622,1.0,Dubious
Hop,183953723.0,108085305.0,1411704,2011,2,3088,0.0,Female character's dialogue is about boys
War Horse,177584879.0,79884879.0,1568911,2011,1,4548,0.0,Female characters have no dialogue
In Time,173930596.0,37520095.0,1637688,2011,1,4254,0.0,Female characters have no dialogue
Limitless,161849455.0,79249455.0,1219289,2011,1,3008,0.0,Female characters have no dialogue
Johnny English Reborn,160078586.0,8305970.0,1634122,2011,3,5236,1.0,Dubious
Happy Feet Two,159196259.0,64006466.0,1402488,2011,3,19950,0.0,Beschdel test passed
Final Destination 5,157887643.0,42587643.0,1622979,2011,2,4387,0.0,Female character's dialogue is about boys
Tower Heist,152930623.0,78046570.0,471042,2011,1,4574,0.0,Female characters have no dialogue
