title,year,bt_score,dubious,imdbid,tmdbId,budget,id,popularity,revenue,Category,castMale,castFemale,castUnknown,CrewMale,CrewFemale,CrewUnknown,genre
"Blue Light (Das Blaue Licht), The",1932,1,0,22694,72495,0.0,72495,0.28348,0.0,Two named female character have no dialogue,4.0,2.0,0.0,10.0,3.0,0.0,"Drama, Fantasy, Mystery"
Number 17,1932,0,0,23285,15007,0.0,15007,1.962002,0.0,Two named female character not present,2.0,7.0,0.0,5.0,3.0,2.0,"Crime, Mystery, Thriller"
Footlight Parade,1933,3,0,24028,28432,0.0,28432,2.568773,0.0,Beschdel test passed!,7.0,9.0,0.0,4.0,9.0,0.0,"Comedy, Music, Romance"
Queen Christina,1933,3,0,24481,31526,1114000.0,31526,2.886254,2610000.0,Beschdel test passed!,8.0,22.0,1.0,8.0,16.0,2.0,"Drama, History, Romance"
"Private Life of Henry VIII., The",1933,1,0,24473,43122,0.0,43122,3.491337,0.0,Two named female character have no dialogue,8.0,7.0,1.0,6.0,8.0,0.0,"Comedy, Drama, Romance, History"
King Kong,1933,0,0,24216,244,672000.0,244,8.73274,10000000.0,Two named female character not present,4.0,10.0,0.0,9.0,12.0,1.0,"Action, Adventure, Drama, Horror"
Little Women,1933,3,0,24264,39938,424.0,39938,3.277545,0.0,Beschdel test passed!,11.0,8.0,0.0,4.0,9.0,1.0,"Drama, Family"
Alice in Wonderland,1933,3,0,23753,25694,0.0,25694,1.504355,0.0,Beschdel test passed!,12.0,17.0,2.0,0.0,9.0,0.0,"Action, Adventure, Family, Fantasy, Science Fiction"
"Vampire Bat, The",1933,3,0,24727,43148,0.0,43148,1.279057,0.0,Beschdel test passed!,2.0,10.0,0.0,4.0,3.0,0.0,"Horror, Thriller"
42nd Street,1933,3,1,24034,3062,439000.0,3062,4.718154,2281000.0,Dubious,9.0,17.0,0.0,1.0,9.0,0.0,"Music, Comedy, Romance"
Duck Soup,1933,1,0,23969,3063,0.0,3063,6.819957,0.0,Two named female character have no dialogue,10.0,22.0,2.0,13.0,6.0,0.0,Comedy
Gold Diggers of 1933,1933,3,0,24069,31511,0.0,31511,2.286647,0.0,Beschdel test passed!,11.0,15.0,0.0,5.0,12.0,1.0,"Comedy, Music"
Female,1933,3,0,24008,83868,0.0,83868,0.727147,0.0,Beschdel test passed!,6.0,6.0,0.0,5.0,7.0,2.0,"Drama, Romance"
A Study in Scarlet,1933,3,1,24625,38585,0.0,38585,0.613837,0.0,Dubious,4.0,3.0,1.0,2.0,6.0,0.0,"Crime, Mystery, Thriller"
"Invisible Man, The",1933,1,0,24184,10787,328000.0,10787,5.192905,0.0,Two named female character have no dialogue,9.0,15.0,0.0,0.0,8.0,0.0,"Horror, Science Fiction"
Baby Face,1933,3,0,23775,27449,187000.0,27449,3.363332,0.0,Beschdel test passed!,5.0,7.0,0.0,4.0,7.0,0.0,"Drama, Romance"
Design for Living,1933,1,0,23940,77210,0.0,77210,2.063066,0.0,Two named female character have no dialogue,14.0,14.0,0.0,3.0,8.0,1.0,"Comedy, Romance"
Cavalcade,1933,3,0,23876,56164,1180280.0,56164,1.196324,7630000.0,Beschdel test passed!,13.0,4.0,0.0,1.0,3.0,0.0,Drama
It Happened One Night,1934,3,0,25316,3078,325000.0,3078,6.465257,4500000.0,Beschdel test passed!,5.0,12.0,0.0,3.0,8.0,0.0,"Comedy, Romance"
"Cat&#39;s-Paw, The",1934,1,0,24961,41347,0.0,41347,0.328868,0.0,Two named female character have no dialogue,2.0,6.0,0.0,1.0,2.0,0.0,Comedy
"Scarlet Empress, The",1934,3,0,25746,31527,900000.0,31527,6.183889,0.0,Beschdel test passed!,4.0,7.0,2.0,4.0,7.0,0.0,"Drama, History, Romance"
"Painted Veil, The",1934,1,0,25617,82096,947000.0,82096,0.631309,1120000.0,Two named female character have no dialogue,4.0,8.0,1.0,1.0,4.0,0.0,"Romance, Drama"
"Count of Monte Cristo, The",1934,1,0,25004,43691,0.0,43691,0.573468,0.0,Two named female character have no dialogue,5.0,10.0,0.0,0.0,2.0,0.0,"Drama, Adventure"
Cleopatra,1934,1,0,24991,43902,0.0,43902,0.630823,0.0,Two named female character have no dialogue,2.0,5.0,0.0,1.0,4.0,1.0,"Drama, Romance"
Of Human Bondage,1934,1,0,25586,43905,0.0,43905,1.831221,0.0,Two named female character have no dialogue,5.0,6.0,0.0,2.0,9.0,0.0,Drama
L&#39;atalante,1934,0,0,24844,43904,0.0,43904,4.265314,0.0,Two named female character not present,6.0,1.0,0.0,6.0,6.0,1.0,"Romance, Drama"
"Lost Patrol, The",1934,0,0,25423,46910,0.0,46910,1.406966,0.0,Two named female character not present,5.0,6.0,1.0,3.0,9.0,1.0,"Action, War"
Maniac,1934,3,0,25465,23122,0.0,23122,0.489892,0.0,Beschdel test passed!,4.0,3.0,1.0,3.0,4.0,0.0,Horror
Anne of Green Gables,1934,3,0,24831,43901,0.0,43901,0.246075,0.0,Beschdel test passed!,8.0,6.0,0.0,5.0,5.0,1.0,"Comedy, Drama, Family"
Evelyn Prentice,1934,3,0,25091,53864,0.0,53864,0.715067,0.0,Beschdel test passed!,7.0,4.0,0.0,3.0,6.0,1.0,"Drama, Mystery, Romance"
"Man Who Knew Too Much, The",1934,3,0,25452,8208,0.0,8208,7.294135,0.0,Beschdel test passed!,1.0,9.0,0.0,2.0,3.0,1.0,"Drama, Thriller"
Imitation of Life,1934,3,0,25301,47921,0.0,47921,1.473452,0.0,Beschdel test passed!,5.0,6.0,1.0,10.0,12.0,1.0,"Drama, Romance"
Top Hat,1935,2,0,27125,3080,609000.0,3080,7.122093,3202000.0,Two named female character talk only about boys,5.0,3.0,0.0,7.0,12.0,1.0,"Comedy, Music, Romance"
"39 Steps, The",1935,3,0,26029,260,0.0,260,5.865697,0.0,Beschdel test passed!,7.0,9.0,1.0,2.0,8.0,1.0,"Action, Thriller, Mystery"
Anna Karenina,1935,2,0,26071,70881,1152000.0,70881,1.810574,1439000.0,Two named female character talk only about boys,4.0,5.0,0.0,0.0,3.0,2.0,"Drama, Romance"
Mutiny on the Bounty,1935,1,0,26752,12311,1950000.0,12311,7.135215,4460000.0,Two named female character have no dialogue,25.0,34.0,3.0,5.0,21.0,1.0,"Adventure, Drama, History, Romance"
Naughty Marietta,1935,3,0,26768,43894,0.0,43894,0.69545,0.0,Beschdel test passed!,5.0,2.0,0.0,3.0,3.0,0.0,Drama
Roberta,1935,3,0,26942,31798,0.0,31798,5.424847,0.0,Beschdel test passed!,7.0,8.0,0.0,2.0,10.0,1.0,"Comedy, Music, Romance"
Magnificent Obsession,1935,3,0,26667,47920,0.0,47920,0.049158,0.0,Beschdel test passed!,5.0,11.0,0.0,4.0,6.0,0.0,"Drama, Romance"
A Night At The Opera,1935,1,0,26778,37719,0.0,37719,9.587994,0.0,Two named female character have no dialogue,3.0,10.0,1.0,3.0,6.0,1.0,Comedy
"Bride of Frankenstein, The",1935,3,0,26138,229,393750.0,229,7.000417,0.0,Beschdel test passed!,22.0,30.0,3.0,0.0,7.0,0.0,"Horror, Science Fiction"
Mad Love,1935,2,0,26663,28261,0.0,28261,1.734803,0.0,Two named female character talk only about boys,4.0,8.0,0.0,5.0,9.0,1.0,"Comedy, Horror"
Swing Time,1936,1,0,28333,20325,886000.0,20325,6.507597,2600000.0,Two named female character have no dialogue,5.0,4.0,0.0,2.0,12.0,2.0,"Comedy, Music, Romance"
Modern Times,1936,0,0,27977,3082,1.0,3082,8.159556,8500000.0,Two named female character not present,12.0,23.0,1.0,2.0,18.0,0.0,"Drama, Comedy"
"Charge of the Light Brigade, The",1936,1,0,27438,43884,1200000.0,43884,5.39865,2736000.0,Two named female character have no dialogue,7.0,15.0,1.0,5.0,5.0,0.0,"Action, Adventure, Drama, War"
San Francisco,1936,1,0,28216,43881,1300000.0,43881,0.770164,5273000.0,Two named female character have no dialogue,5.0,17.0,0.0,6.0,6.0,0.0,"Music, Drama, Romance"
Wife vs. Secretary,1936,2,0,28505,38721,0.0,38721,4.722337,0.0,Two named female character talk only about boys,8.0,15.0,0.0,3.0,12.0,0.0,"Comedy, Drama, Romance"
"Petrified Forest, The",1936,3,0,28096,17030,0.0,17030,3.225088,0.0,Beschdel test passed!,8.0,6.0,0.0,2.0,11.0,0.0,"Crime, Drama"
Mr. Deeds Goes to Town,1936,3,0,27996,24807,0.0,24807,3.85412,0.0,Beschdel test passed!,72.0,90.0,9.0,9.0,9.0,0.0,"Comedy, Drama, Romance"
Born to Dance,1936,3,0,27387,43872,0.0,43872,0.370507,0.0,Beschdel test passed!,8.0,10.0,2.0,4.0,3.0,0.0,"Comedy, Music"
Revolt of the Zombies,1936,0,0,28174,23389,0.0,23389,0.482454,0.0,Two named female character not present,4.0,7.0,0.0,3.0,4.0,0.0,Horror
Osaka Elegy,1936,3,0,28021,43877,0.0,43877,0.648007,0.0,Beschdel test passed!,3.0,4.0,3.0,4.0,4.0,3.0,Drama
Theodora Goes Wild,1936,3,0,28355,52429,0.0,52429,0.702752,0.0,Beschdel test passed!,7.0,7.0,0.0,3.0,8.0,0.0,"Comedy, Romance"
"Great Ziegfeld, The",1936,3,0,27698,43277,0.0,43277,0.715129,0.0,Beschdel test passed!,7.0,5.0,0.0,5.0,8.0,0.0,"Drama, Music, Romance"
"Only Son, The",1936,3,0,27752,52047,0.0,52047,0.482102,0.0,Beschdel test passed!,6.0,3.0,3.0,3.0,2.0,3.0,Drama
Camille,1936,3,0,28683,43874,0.0,43874,2.583764,0.0,Beschdel test passed!,8.0,5.0,0.0,5.0,11.0,0.0,"Drama, Romance"
Pennies from Heaven,1936,3,0,28092,189005,0.0,189005,0.588469,0.0,Beschdel test passed!,5.0,6.0,0.0,0.0,3.0,1.0,"Comedy, Drama, Music"
Romeo and Juliet,1936,3,1,28203,43879,0.0,43879,1.951353,0.0,Dubious,2.0,6.0,0.0,2.0,8.0,0.0,"Drama, Romance"
Bullets or Ballots,1936,3,0,27407,27974,0.0,27974,2.25051,0.0,Beschdel test passed!,6.0,12.0,0.0,1.0,5.0,0.0,"Crime, Drama, Thriller"
My Man Godfrey,1936,2,0,28010,13562,0.0,13562,5.480098,0.0,Two named female character talk only about boys,4.0,6.0,0.0,2.0,7.0,1.0,"Comedy, Romance"
Sabotage,1936,3,0,28212,12684,0.0,12684,6.514753,0.0,Beschdel test passed!,3.0,4.0,1.0,2.0,8.0,2.0,"Thriller, Mystery"
Fury,1936,2,0,27652,14615,0.0,14615,2.943637,0.0,Two named female character talk only about boys,44.0,58.0,3.0,4.0,13.0,2.0,"Crime, Drama, Romance, Thriller"
These Three,1936,2,1,28356,54569,0.0,54569,1.513527,0.0,Dubious,6.0,3.0,1.0,2.0,6.0,0.0,Drama
Secret Agent,1936,3,0,28231,2761,0.0,2761,4.119907,0.0,Beschdel test passed!,4.0,5.0,0.0,7.0,12.0,0.0,Thriller
Dracula&#39;s Daughter,1936,3,0,27545,22440,0.0,22440,2.076008,0.0,Beschdel test passed!,24.0,15.0,3.0,3.0,6.0,1.0,"Drama, Fantasy, Horror"
Shall We Dance,1937,1,0,29546,31530,0.0,31530,3.786353,0.0,Two named female character have no dialogue,20.0,29.0,1.0,3.0,12.0,2.0,"Comedy, Music, Romance"
Stage Door,1937,3,1,29604,43864,0.0,43864,0.937566,0.0,Dubious,14.0,10.0,0.0,1.0,10.0,2.0,"Comedy, Drama"
Stella Dallas,1937,3,0,29608,43865,0.0,43865,3.526385,0.0,Beschdel test passed!,12.0,7.0,0.0,3.0,8.0,0.0,"Drama, Romance"
Conquest,1937,2,0,28739,30630,0.0,30630,0.277746,0.0,Two named female character talk only about boys,6.0,7.0,0.0,2.0,8.0,2.0,"Drama, History, Romance"
Topper,1937,2,0,29682,23101,500000.0,23101,3.1574,0.0,Two named female character talk only about boys,20.0,24.0,5.0,4.0,8.0,1.0,"Comedy, Fantasy, Romance"
Lost Horizon,1937,2,0,29162,3598,4000000.0,3598,3.166544,0.0,Two named female character talk only about boys,3.0,5.0,1.0,3.0,9.0,0.0,"Adventure, Fantasy, Drama, Mystery"
"Prisoner of Zenda, The",1937,1,0,29442,43867,0.0,43867,5.272355,0.0,Two named female character have no dialogue,4.0,8.0,0.0,4.0,10.0,0.0,"Adventure, Drama, Romance"
Knight Without Armor,1937,2,0,29087,87115,0.0,87115,0.223223,0.0,Two named female character talk only about boys,5.0,12.0,1.0,5.0,8.0,1.0,"History, Drama, Adventure"
Snow White and the Seven Dwarfs,1937,3,1,29583,408,1488423.0,408,16.263878,184925486.0,Dubious,5.0,7.0,1.0,47.0,47.0,11.0,"Fantasy, Animation, Family"
A Day at the Races,1937,2,0,28772,11939,0.0,11939,4.815005,0.0,Two named female character talk only about boys,4.0,8.0,1.0,0.0,9.0,0.0,Comedy
Nothing Sacred,1937,0,0,29322,37650,0.0,37650,1.345548,0.0,Two named female character not present,11.0,16.0,1.0,2.0,9.0,0.0,"Comedy, Drama, Romance"
Make Way for Tomorrow,1937,3,0,29192,41059,0.0,41059,2.890527,0.0,Beschdel test passed!,26.0,27.0,1.0,6.0,9.0,2.0,"Drama, Romance"
Pepe le Moko,1937,2,1,29453,26252,0.0,26252,2.57335,153936.0,Dubious,10.0,10.0,1.0,10.0,6.0,0.0,"Action, Crime, Drama, Romance"
"Awful Truth, The",1937,3,0,28597,14675,0.0,14675,8.105442,0.0,Beschdel test passed!,20.0,15.0,1.0,7.0,16.0,1.0,"Comedy, Drama, Romance"
"Girl Was Young, The",1937,3,0,29811,2762,0.0,2762,3.824884,0.0,Beschdel test passed!,4.0,10.0,0.0,3.0,12.0,2.0,"Drama, Crime"
Marked Woman,1937,3,0,29217,25563,0.0,25563,1.771875,0.0,Beschdel test passed!,4.0,6.0,0.0,6.0,10.0,1.0,"Drama, Action, Thriller, Crime"
"Bizarre, Bizarre",1937,3,0,27552,59950,0.0,59950,1.135768,0.0,Beschdel test passed!,5.0,9.0,1.0,1.0,2.0,0.0,Comedy
"Life of Emile Zola, The",1937,1,0,29146,43278,0.0,43278,1.142535,0.0,Two named female character have no dialogue,5.0,10.0,0.0,2.0,1.0,0.0,Drama
Carefree,1938,2,0,29971,29872,0.0,29872,5.393625,0.0,Two named female character talk only about boys,5.0,10.0,0.0,2.0,9.0,0.0,"Comedy, Music, Romance"
"Lady Vanishes, The",1938,3,0,30341,940,0.0,940,6.078088,0.0,Beschdel test passed!,8.0,10.0,0.0,4.0,10.0,0.0,"Mystery, Thriller"
Holiday,1938,3,0,30241,16274,0.0,16274,5.272066,0.0,Beschdel test passed!,4.0,5.0,0.0,4.0,7.0,0.0,Comedy
"Dawn Patrol, The",1938,0,0,30044,46688,0.0,46688,0.95462,0.0,Two named female character not present,5.0,10.0,0.0,6.0,11.0,1.0,"Action, Drama, War"
Jezebel,1938,2,0,30287,1976,1250000.0,1976,11.277226,0.0,Two named female character talk only about boys,24.0,23.0,1.0,7.0,20.0,2.0,"Drama, Romance"
"Sisters, The",1938,2,0,30755,140995,0.0,140995,0.646946,0.0,Two named female character talk only about boys,11.0,10.0,0.0,3.0,11.0,1.0,Drama
Boys Town,1938,0,0,29942,42390,0.0,42390,1.437573,0.0,Two named female character not present,5.0,16.0,0.0,8.0,7.0,0.0,Drama
"Adventures of Robin Hood, The",1938,2,0,29843,10907,2033000.0,10907,10.685036,3981000.0,Two named female character talk only about boys,6.0,15.0,0.0,2.0,10.0,0.0,"Action, Adventure, Romance"
Bringing Up Baby,1938,3,0,29947,900,1073000.0,900,6.60577,0.0,Beschdel test passed!,4.0,16.0,1.0,5.0,8.0,0.0,"Comedy, Romance"
Four Daughters,1938,3,0,30149,67880,0.0,67880,0.724273,0.0,Beschdel test passed!,5.0,9.0,0.0,2.0,2.0,0.0,"Drama, Music, Romance"
"Mad Miss Manton, The",1938,3,0,30396,43855,0.0,43855,0.734029,0.0,Beschdel test passed!,11.0,12.0,0.0,3.0,8.0,1.0,"Comedy, Romance, Crime"
"Baker&#39;s Wife, The",1938,1,0,30127,43844,0.0,43844,0.491306,0.0,Two named female character have no dialogue,13.0,5.0,3.0,8.0,3.0,0.0,"Comedy, Drama"
Angels with Dirty Faces,1938,1,1,29870,13696,0.0,13696,9.937706,0.0,Dubious,6.0,10.0,2.0,5.0,13.0,0.0,"Drama, Action, Crime"
"Women, The",1939,3,0,32143,22490,1688000.0,22490,5.076649,2270000.0,Beschdel test passed!,57.0,55.0,6.0,9.0,19.0,0.0,"Comedy, Drama"
Stagecoach,1939,3,0,31971,995,531374.0,995,7.970462,1103757.0,Beschdel test passed!,30.0,28.0,6.0,21.0,13.0,1.0,"Adventure, Western"
Wuthering Heights,1939,2,0,32145,3084,0.0,3084,11.474476,0.0,Two named female character talk only about boys,16.0,15.0,0.0,4.0,10.0,0.0,"Drama, Fantasy, History, Romance"
"Goodbye, Mr. Chips",1939,2,0,31385,42852,0.0,42852,9.042737,0.0,Two named female character talk only about boys,12.0,23.0,1.0,3.0,8.0,2.0,"Drama, Romance"
Ninotchka,1939,3,0,31725,1859,1365000.0,1859,5.120036,2279000.0,Beschdel test passed!,23.0,29.0,2.0,1.0,12.0,0.0,"Comedy, Romance"
Juarez,1939,2,0,31516,78318,0.0,78318,0.657739,0.0,Two named female character talk only about boys,20.0,29.0,0.0,4.0,7.0,2.0,"Drama, History, Romance"
Dark Victory,1939,3,0,31210,27972,0.0,27972,7.607677,0.0,Beschdel test passed!,17.0,25.0,4.0,3.0,8.0,0.0,"Drama, Romance"
Essex and Elizabeth,1939,2,0,31826,16902,0.0,16902,4.150285,0.0,Two named female character talk only about boys,7.0,14.0,0.0,3.0,8.0,2.0,"Drama, Romance"
Young Mr. Lincoln,1939,2,0,32155,43838,0.0,43838,2.062713,0.0,Two named female character talk only about boys,22.0,28.0,0.0,2.0,8.0,1.0,"History, Drama"
Jesse James,1939,2,0,31507,43829,1600000.0,43829,9.067078,0.0,Two named female character talk only about boys,20.0,22.0,2.0,3.0,7.0,1.0,"Western, Crime, Drama, History"
Drums Along the Mohawk,1939,2,0,31252,73194,0.0,73194,7.179812,0.0,Two named female character talk only about boys,13.0,17.0,3.0,7.0,10.0,1.0,"Romance, Drama, History, War, Western"
"Story of Alexander Graham Bell, The",1939,2,0,31981,67375,0.0,67375,0.702342,0.0,Two named female character talk only about boys,20.0,29.0,2.0,1.0,8.0,1.0,"Drama, History"
"Flying Deuces, The",1939,0,0,31322,22999,0.0,22999,3.60402,0.0,Two named female character not present,7.0,14.0,0.0,3.0,3.0,0.0,Comedy
"Hunchback of Notre Dame, The",1939,0,0,31455,31685,0.0,31685,4.42224,0.0,Two named female character not present,20.0,31.0,3.0,2.0,7.0,0.0,"Romance, Drama, Horror"
At the Circus,1939,2,0,31060,22553,0.0,22553,1.149676,0.0,Two named female character talk only about boys,15.0,22.0,2.0,1.0,10.0,1.0,"Comedy, Music"
"Gorilla, The",1939,3,0,31387,89723,0.0,89723,0.223875,0.0,Beschdel test passed!,7.0,5.0,0.0,2.0,2.0,0.0,"Horror, Thriller, Comedy"
Mr. Wong in Chinatown,1939,1,0,31680,59701,0.0,59701,0.165704,0.0,Two named female character have no dialogue,4.0,14.0,1.0,3.0,1.0,0.0,"Mystery, Thriller"
Of Mice and Men,1939,1,0,31742,51802,0.0,51802,0.995919,0.0,Two named female character have no dialogue,9.0,13.0,0.0,3.0,1.0,0.0,Drama
"Rules of the Game, The",1939,3,0,31885,776,8847685.0,776,5.568997,0.0,Beschdel test passed!,14.0,12.0,0.0,4.0,12.0,0.0,"Drama, Comedy, Romance"
Babes in Arms,1939,3,0,31066,32610,0.0,32610,4.779775,0.0,Beschdel test passed!,17.0,20.0,2.0,3.0,10.0,0.0,"Drama, Comedy, Music"
Destry Rides Again,1939,3,0,31225,43828,0.0,43828,5.507383,0.0,Beschdel test passed!,30.0,31.0,4.0,6.0,13.0,1.0,"Action, Comedy, Western"
Nancy Drew... Reporter,1939,3,0,31709,23280,0.0,23280,0.811435,0.0,Beschdel test passed!,24.0,36.0,4.0,2.0,7.0,0.0,"Comedy, Crime, Mystery"
"Adventures of Sherlock Holmes, The",1939,3,0,31022,17481,0.0,17481,2.561651,0.0,Beschdel test passed!,17.0,18.0,1.0,6.0,7.0,0.0,"Crime, Mystery, Thriller"
Mr. Smith Goes to Washington,1939,2,0,31679,3083,1500000.0,3083,8.168694,9600000.0,Two named female character talk only about boys,93.0,107.0,13.0,12.0,18.0,0.0,"Comedy, Drama"
Jamaica Inn,1939,3,0,31505,31995,0.0,31995,3.876608,0.0,Beschdel test passed!,13.0,19.0,3.0,4.0,10.0,1.0,"Adventure, Crime"
Le jour se l&egrave;ve,1939,2,0,31514,27053,0.0,27053,2.183613,0.0,Two named female character talk only about boys,19.0,9.0,1.0,7.0,4.0,0.0,"Crime, Drama"
Gulliver&#39;s Travels,1939,0,0,31397,42518,0.0,42518,2.059715,0.0,Two named female character not present,2.0,5.0,1.0,2.0,2.0,0.0,"Action, Adventure, Animation, Family"
Love Affair,1939,3,0,31593,43739,0.0,43739,3.251277,0.0,Beschdel test passed!,11.0,13.0,1.0,9.0,14.0,0.0,"Drama, Romance"
Pinocchio,1940,1,0,32910,10895,2600000.0,10895,14.202284,84300000.0,Two named female character have no dialogue,3.0,9.0,0.0,31.0,40.0,4.0,"Animation, Family"
Rebecca,1940,3,0,32976,223,1288000.0,223,8.590813,6000000.0,Beschdel test passed!,9.0,15.0,1.0,17.0,18.0,2.0,"Drama, Mystery"
"Thief of Bagdad, The",1940,0,0,33152,12232,0.0,12232,3.428166,0.0,Two named female character not present,10.0,18.0,1.0,1.0,13.0,0.0,"Action, Adventure, Family, Fantasy"
"Mortal Storm, The",1940,3,0,32811,989,0.0,989,1.680612,0.0,Beschdel test passed!,13.0,25.0,0.0,5.0,11.0,1.0,Drama
Comrade X,1940,2,0,32349,32194,0.0,32194,0.562359,0.0,Two named female character talk only about boys,7.0,17.0,1.0,0.0,12.0,1.0,"Comedy, Drama"
Boom Town,1940,1,0,32273,55604,2000000.0,55604,1.52854,9172000.0,Two named female character have no dialogue,26.0,45.0,4.0,4.0,16.0,0.0,"Adventure, Drama, Romance"
Strange Cargo,1940,0,0,33105,50271,0.0,50271,0.7369,0.0,Two named female character not present,14.0,22.0,1.0,1.0,11.0,1.0,Drama
"Return of Frank James, The",1940,0,0,32983,43821,0.0,43821,0.654195,0.0,Two named female character not present,14.0,33.0,6.0,1.0,7.0,0.0,"Action, Drama, Western"
"All This, and Heaven Too",1940,2,0,32194,43807,0.0,43807,0.976563,0.0,Two named female character talk only about boys,18.0,32.0,1.0,1.0,14.0,0.0,"Drama, Romance"
"Letter, The",1940,2,0,32701,17801,0.0,17801,2.601278,0.0,Two named female character talk only about boys,9.0,19.0,0.0,0.0,11.0,0.0,"Crime, Drama, Romance"
"Grapes of Wrath, The",1940,3,0,32551,596,750000.0,596,9.668636,0.0,Beschdel test passed!,56.0,61.0,4.0,12.0,14.0,1.0,Drama
A Chump at Oxford,1940,0,0,32339,33810,0.0,33810,3.007421,0.0,Two named female character not present,22.0,23.0,1.0,2.0,1.0,0.0,Comedy
"Ape, The",1940,3,0,32215,37426,0.0,37426,0.691803,0.0,Beschdel test passed!,7.0,16.0,0.0,4.0,7.0,0.0,"Drama, Horror, Science Fiction"
Santa Fe Trail,1940,1,0,33021,1718,0.0,1718,1.548028,0.0,Two named female character have no dialogue,24.0,54.0,2.0,1.0,5.0,0.0,"Action, Western"
His Girl Friday,1940,3,1,32599,3085,0.0,3085,9.88321,0.0,Dubious,10.0,24.0,1.0,8.0,9.0,2.0,"Comedy, Drama"
"Sea Hawk, The",1940,3,0,33028,26201,0.0,26201,2.477593,0.0,Beschdel test passed!,16.0,37.0,4.0,2.0,8.0,0.0,Action
"Great Dictator, The",1940,3,0,32553,914,2000000.0,914,9.241748,11000000.0,Beschdel test passed!,19.0,37.0,3.0,7.0,13.0,2.0,Comedy
Pride and Prejudice,1940,3,0,32943,43818,0.0,43818,2.323028,0.0,Beschdel test passed!,17.0,17.0,3.0,3.0,1.0,0.0,"Drama, Romance"
Primrose Path,1940,3,0,32946,80054,0.0,80054,0.061705,0.0,Beschdel test passed!,17.0,16.0,0.0,1.0,4.0,0.0,Drama
"Dance, Girl, Dance",1940,3,0,32376,32196,0.0,32196,0.523843,0.0,Beschdel test passed!,31.0,29.0,3.0,1.0,10.0,0.0,"Music, Romance, Comedy"
"Philadelphia Story, The",1940,3,1,32904,981,0.0,981,8.888069,0.0,Dubious,12.0,16.0,0.0,3.0,10.0,0.0,"Comedy, Romance"
Fantasia,1940,0,0,32455,756,2280000.0,756,8.03796,83320000.0,Two named female character not present,0.0,4.0,0.0,6.0,28.0,2.0,"Animation, Family, Music"
Gaslight,1940,3,0,31359,55207,0.0,55207,1.102931,0.0,Beschdel test passed!,8.0,9.0,2.0,0.0,4.0,0.0,"Thriller, Mystery"
Foreign Correspondent,1940,1,0,32484,25670,0.0,25670,9.955445,0.0,Two named female character have no dialogue,48.0,49.0,4.0,3.0,7.0,0.0,"Mystery, Thriller, War"
"Shop Around the Corner, The",1940,3,1,33045,20334,0.0,20334,7.144236,0.0,Dubious,10.0,15.0,0.0,4.0,10.0,0.0,"Comedy, Romance"
Knute Rockne All American,1940,1,0,32676,43812,0.0,43812,0.908996,0.0,Two named female character have no dialogue,37.0,45.0,4.0,0.0,2.0,0.0,Drama
