title,year,bt_score,dubious,imdbid,tmdbId,budget,id,popularity,revenue,Category,castMale,castFemale,castUnknown,CrewMale,CrewFemale,CrewUnknown,genre
An Affair to Remember,1957,2,0,50105,8356,0.0,8356,9.813419,0.0,Two named female character talk only about boys,5.0,3.0,0.0,11.0,19.0,0.0,"Drama, Romance"
A Face in the Crowd,1957,1,0,50371,21849,0.0,21849,6.656685,0.0,Two named female character have no dialogue,6.0,8.0,1.0,5.0,9.0,0.0,Drama
Witness for the Prosecution,1957,1,0,51201,37257,3000000.0,37257,9.730217,9000000.0,Two named female character have no dialogue,25.0,22.0,2.0,12.0,17.0,0.0,"Drama, Mystery, Crime"
"Mysterians, The",1957,3,0,50251,43226,0.0,43226,1.138696,0.0,Beschdel test passed!,18.0,9.0,14.0,4.0,3.0,4.0,Science Fiction
Kiss Them for Me,1957,2,0,50599,52367,0.0,52367,0.786831,0.0,Two named female character talk only about boys,4.0,3.0,0.0,0.0,3.0,0.0,"Comedy, Romance, War"
Forty Guns,1957,2,0,50407,14837,0.0,14837,2.055948,0.0,Two named female character talk only about boys,5.0,6.0,1.0,5.0,2.0,0.0,"Action, Western"
Throne of Blood,1957,0,0,50613,3777,0.0,3777,6.471043,0.0,Two named female character not present,12.0,12.0,16.0,0.0,10.0,3.0,"Drama, History"
Island in the Sun,1957,3,0,50549,37373,0.0,37373,0.681977,0.0,Beschdel test passed!,6.0,4.0,0.0,6.0,9.0,1.0,"Drama, Family"
Kronos,1957,0,0,50610,43230,0.0,43230,0.935835,0.0,Two named female character not present,8.0,8.0,0.0,11.0,14.0,3.0,Science Fiction
Vertigo,1958,1,0,52357,426,2479000.0,426,18.20822,28000000.0,Two named female character have no dialogue,5.0,5.0,0.0,7.0,20.0,1.0,"Mystery, Romance, Thriller"
M&auml;dchen in Uniform,1958,3,0,51964,4955,0.0,4955,0.564358,0.0,Beschdel test passed!,8.0,10.0,0.0,12.0,5.0,0.0,Drama
"Fabulous World of Jules Verne, The",1958,0,0,52374,19759,0.0,19759,1.53134,0.0,Two named female character not present,4.0,1.0,0.0,2.0,3.0,0.0,"Science Fiction, Adventure, Fantasy"
"Vikings, The",1958,2,0,52365,42661,5000000.0,42661,3.684396,0.0,Two named female character talk only about boys,1.0,5.0,0.0,3.0,2.0,0.0,"Action, Adventure, Drama, History, Romance"
Run Silent Run Deep,1958,0,0,52151,18784,0.0,18784,2.73837,0.0,Two named female character not present,2.0,12.0,0.0,3.0,7.0,0.0,"Drama, War"
Teacher&#39;s Pet,1958,1,0,52278,43137,0.0,43137,2.092184,0.0,Two named female character have no dialogue,7.0,7.0,0.0,4.0,8.0,0.0,"Comedy, Romance"
"Fly, The",1958,2,1,51622,11815,700000.0,11815,8.407369,3000000.0,Dubious,4.0,5.0,0.0,0.0,7.0,0.0,"Drama, Horror, Science Fiction"
"Day the Sky Exploded, The",1958,1,0,51951,70864,0.0,70864,0.247647,0.0,Two named female character have no dialogue,6.0,3.0,1.0,3.0,3.0,0.0,"Science Fiction, Action"
Dracula (Horror of Dracula),1958,3,0,51554,11868,226188.0,11868,8.355326,0.0,Beschdel test passed!,13.0,11.0,1.0,3.0,13.0,0.0,Horror
"Wild Women of Wongo, The",1958,3,0,52394,43144,0.0,43144,0.599872,0.0,Beschdel test passed!,1.0,4.0,1.0,3.0,0.0,0.0,"Adventure, Comedy, Fantasy"
"Screaming Skull, The",1958,2,0,52169,34078,0.0,34078,1.05475,0.0,Two named female character talk only about boys,3.0,2.0,0.0,6.0,4.0,1.0,"Thriller, Horror"
Mon Oncle,1958,3,0,50706,427,0.0,427,11.06066,0.0,Beschdel test passed!,2.0,7.0,2.0,8.0,5.0,0.0,Comedy
Touch of Evil,1958,1,0,52311,1480,829000.0,1480,9.665347,2247465.0,Two named female character have no dialogue,11.0,19.0,1.0,16.0,18.0,1.0,"Drama, Thriller, Crime"
Gigi,1958,2,0,51658,17281,0.0,17281,10.36311,0.0,Two named female character talk only about boys,3.0,6.0,2.0,6.0,6.0,1.0,"Comedy, Music, Romance"
"Defiant Ones, The",1958,0,0,51525,11414,0.0,11414,3.666979,0.0,Two named female character not present,2.0,10.0,0.0,2.0,10.0,1.0,"Crime, Drama"
Auntie Mame,1958,3,0,51383,16347,0.0,16347,1.849064,0.0,Beschdel test passed!,10.0,9.0,1.0,5.0,7.0,0.0,"Comedy, Drama"
Separate Tables,1958,3,0,52182,43136,0.0,43136,1.588943,0.0,Beschdel test passed!,8.0,5.0,0.0,3.0,8.0,0.0,"Drama, Romance"
South Pacific,1958,3,1,52225,17352,6000000.0,17352,2.747118,36800000.0,Dubious,96.0,60.0,9.0,18.0,20.0,0.0,"Music, Romance, War"
Indiscreet,1958,3,0,51773,22874,0.0,22874,1.407538,0.0,Beschdel test passed!,4.0,5.0,0.0,6.0,13.0,0.0,"Comedy, Romance"
I Bury the Living,1958,1,1,51755,34084,0.0,34084,0.520916,0.0,Dubious,0.0,6.0,0.0,5.0,5.0,0.0,Horror
"Inn of the Sixth Happiness, The",1958,3,0,51776,37451,0.0,37451,1.064714,0.0,Beschdel test passed!,6.0,7.0,0.0,1.0,2.0,0.0,Drama
Cat on a Hot Tin Roof,1958,3,0,51459,261,3000000.0,261,11.794846,17570324.0,Beschdel test passed!,4.0,8.0,0.0,5.0,10.0,0.0,"Drama, Romance"
Love Is My Profession,1958,3,0,51579,66966,750000.0,66966,1.325876,0.0,Beschdel test passed!,4.0,1.0,0.0,1.0,3.0,0.0,"Romance, Drama, Crime"
Blood of the Vampire,1958,0,0,51422,52639,0.0,52639,0.881563,0.0,Two named female character not present,6.0,10.0,0.0,6.0,5.0,0.0,"Horror, Science Fiction"
"Hidden Fortress, The",1958,0,0,51808,1059,0.0,1059,5.624255,0.0,Two named female character not present,12.0,12.0,19.0,2.0,8.0,3.0,"Adventure, Drama, Action, Comedy"
It! The Terror from Beyond Space,1958,1,0,51786,27179,0.0,27179,1.618275,0.0,Two named female character have no dialogue,2.0,9.0,0.0,6.0,8.0,0.0,"Horror, Science Fiction"
Brink of Life,1958,3,0,52017,60899,0.0,60899,1.16503,0.0,Beschdel test passed!,10.0,7.0,1.0,1.0,3.0,0.0,Drama
I Want To Live!,1958,3,0,51758,28577,0.0,28577,3.930136,0.0,Beschdel test passed!,13.0,15.0,0.0,2.0,7.0,0.0,"Crime, Drama"
Sleeping Beauty,1959,3,0,53285,10882,6000000.0,10882,14.276169,51000000.0,Beschdel test passed!,5.0,3.0,0.0,2.0,15.0,1.0,"Fantasy, Animation, Romance, Family"
Ben-Hur,1959,3,0,52618,665,15000000.0,665,14.319743,146900000.0,Beschdel test passed!,23.0,33.0,1.0,22.0,25.0,4.0,"Action, Adventure, Drama, History"
Journey to the Center of the Earth,1959,1,0,52948,11571,0.0,11571,10.38937,10000000.0,Two named female character have no dialogue,1.0,8.0,0.0,5.0,15.0,0.0,"Adventure, Fantasy, Family"
"Nun&#39;s Story, The",1959,3,0,53131,27029,3500000.0,27029,3.473993,12800000.0,Beschdel test passed!,16.0,17.0,0.0,14.0,11.0,0.0,Drama
Darby O&#39;Gill and the Little People,1959,3,0,52722,18887,0.0,18887,3.276605,0.0,Beschdel test passed!,4.0,3.0,0.0,1.0,1.0,0.0,"Adventure, Fantasy, Science Fiction, Family"
Some Like It Hot,1959,3,0,53291,239,2883848.0,239,11.845107,25000000.0,Beschdel test passed!,23.0,19.0,2.0,21.0,17.0,2.0,"Comedy, Romance"
Imitation of Life,1959,3,0,52918,34148,0.0,34148,4.480053,0.0,Beschdel test passed!,7.0,9.0,1.0,3.0,3.0,0.0,"Drama, Romance"
North By Northwest,1959,1,0,53125,213,4000000.0,213,12.410427,13275000.0,Two named female character have no dialogue,39.0,48.0,3.0,15.0,20.0,0.0,"Mystery, Thriller"
"Suddenly, Last Summer",1959,3,0,53318,14698,3000000.0,14698,7.007423,0.0,Beschdel test passed!,8.0,6.0,0.0,2.0,9.0,1.0,"Thriller, Drama, Mystery"
"Giant Gila Monster, The",1959,3,0,52846,34077,0.0,34077,1.847223,0.0,Beschdel test passed!,9.0,5.0,1.0,2.0,9.0,1.0,"Horror, Science Fiction"
Araya,1959,3,0,51372,89688,0.0,89688,0.418088,0.0,Beschdel test passed!,1.0,1.0,0.0,0.0,2.0,0.0,"Documentary, Foreign"
"Tingler, The",1959,1,0,53363,26857,250000.0,26857,2.28087,0.0,Two named female character have no dialogue,4.0,3.0,0.0,1.0,2.0,0.0,Horror
Come Dance with Me!,1959,3,0,53428,66965,0.0,66965,0.693065,0.0,Beschdel test passed!,6.0,4.0,0.0,0.0,5.0,1.0,"Drama, Crime, Mystery"
Good Morning (Ohay&ocirc;),1959,3,0,53134,28276,0.0,28276,2.284852,0.0,Beschdel test passed!,12.0,6.0,8.0,3.0,2.0,4.0,"Comedy, Family, Drama"
"Great War, The",1959,1,0,52861,55823,0.0,55823,2.763792,0.0,Two named female character have no dialogue,2.0,6.0,0.0,8.0,8.0,0.0,"Drama, Comedy, War"
Ghost of Dragstrip Hollow,1959,3,0,52844,53050,0.0,53050,0.558394,0.0,Beschdel test passed!,7.0,7.0,0.0,2.0,6.0,0.0,"Comedy, Horror"
A Bucket of Blood,1959,2,0,52655,22642,50000.0,22642,2.728651,0.0,Two named female character talk only about boys,5.0,6.0,0.0,1.0,7.0,0.0,"Comedy, Horror"
Anatomy of a Murder,1959,1,0,52561,93,0.0,93,9.473772,0.0,Two named female character have no dialogue,13.0,13.0,2.0,17.0,15.0,2.0,"Crime, Drama, Mystery, Thriller"
House on Haunted Hill,1959,3,1,51744,15856,200000.0,15856,5.738218,0.0,Dubious,5.0,4.0,0.0,1.0,1.0,0.0,"Drama, Horror, Thriller"
"Wasp Woman, The",1959,3,1,54462,27545,50000.0,27545,1.78919,0.0,Dubious,5.0,9.0,1.0,1.0,5.0,0.0,"Horror, Science Fiction"
"Bat, The",1959,3,0,52602,35813,0.0,35813,8.819138,0.0,Beschdel test passed!,6.0,5.0,1.0,3.0,6.0,3.0,"Horror, Mystery, Thriller"
Gidget,1959,3,0,52847,43096,0.0,43096,0.802364,0.0,Beschdel test passed!,6.0,10.0,0.0,1.0,7.0,0.0,"Comedy, Romance"
Battle in Outer Space,1959,1,0,53388,62472,0.0,62472,1.181169,0.0,Two named female character have no dialogue,18.0,5.0,10.0,3.0,4.0,3.0,Science Fiction
Apur Sansar,1959,0,0,52572,896,0.0,896,2.381806,16000.0,Two named female character not present,3.0,1.0,3.0,2.0,7.0,14.0,Drama
Rio Bravo,1959,1,0,53221,301,0.0,301,10.847383,5800000.0,Two named female character have no dialogue,16.0,24.0,3.0,9.0,10.0,1.0,Western
Pillow Talk,1959,3,0,53172,4952,0.0,4952,2.208919,0.0,Beschdel test passed!,6.0,8.0,0.0,1.0,7.0,0.0,"Comedy, Romance"
"World, The Flesh and The Devil, The",1959,0,0,53454,4928,0.0,4928,1.441529,0.0,Two named female character not present,1.0,2.0,0.0,1.0,4.0,0.0,"Drama, Science Fiction"
Plan 9 from Outer Space,1959,1,0,52077,10513,60000.0,10513,8.084953,0.0,Two named female character have no dialogue,11.0,11.0,1.0,5.0,4.0,1.0,"Science Fiction, Horror"
Night of the Ghouls,1959,1,0,156843,32623,0.0,32623,1.301056,0.0,Two named female character have no dialogue,1.0,2.0,1.0,0.0,2.0,0.0,Horror
"Bridge, The",1959,3,0,52654,1566,0.0,1566,2.288764,0.0,Beschdel test passed!,15.0,12.0,0.0,18.0,1.0,2.0,"Drama, History, War"
Where the Boys Are,1960,2,0,54469,43049,0.0,43049,0.804731,0.0,Two named female character talk only about boys,7.0,5.0,0.0,0.0,3.0,0.0,"Comedy, Drama, Romance"
Les yeux sans visage,1960,3,0,53459,31417,0.0,31417,9.935891,0.0,Beschdel test passed!,3.0,7.0,0.0,7.0,6.0,0.0,"Drama, Horror, Thriller"
A bout de souffle,1960,0,0,53472,269,0.0,269,8.200586,0.0,Two named female character not present,14.0,14.0,3.0,5.0,4.0,0.0,"Drama, Crime"
"Magnificent Seven, The",1960,0,0,54047,966,2000000.0,966,10.650752,4905000.0,Two named female character not present,5.0,24.0,1.0,21.0,14.0,1.0,Western
Spartacus,1960,2,0,54331,967,12000000.0,967,11.110376,60000000.0,Two named female character talk only about boys,40.0,70.0,7.0,16.0,24.0,4.0,"Action, Drama, History"
Inherit the Wind,1960,3,1,53946,1908,0.0,1908,6.302173,0.0,Dubious,25.0,29.0,2.0,11.0,13.0,1.0,"Drama, History"
"Apartment, The",1960,3,0,53604,284,3000000.0,284,11.994281,25000000.0,Beschdel test passed!,10.0,13.0,0.0,15.0,12.0,1.0,"Comedy, Drama, Romance"
Psycho,1960,3,0,54215,539,806948.0,539,36.826309,32000000.0,Beschdel test passed!,14.0,16.0,0.0,8.0,13.0,1.0,"Drama, Horror, Thriller"
Exodus,1960,3,0,53804,1941,4000000.0,1941,7.819581,21750000.0,Beschdel test passed!,4.0,13.0,0.0,4.0,10.0,1.0,"Action, Drama, History, War"
Let&#39;s Make Love,1960,2,1,54022,24014,0.0,24014,3.273251,0.0,Dubious,2.0,11.0,0.0,1.0,2.0,0.0,"Comedy, Romance"
Late Autumn,1960,3,0,53579,21967,0.0,21967,1.457156,0.0,Beschdel test passed!,3.0,3.0,4.0,3.0,1.0,4.0,Drama
Body in the Web,1960,3,0,54333,31392,0.0,31392,7.123949,0.0,Beschdel test passed!,7.0,5.0,0.0,10.0,5.0,1.0,Horror
Rocco and His Brothers,1960,2,0,54248,8422,0.0,8422,4.21602,0.0,Two named female character talk only about boys,9.0,12.0,0.0,21.0,5.0,2.0,"Crime, Drama, Thriller"
Black Sunday,1960,3,1,54067,27632,0.0,27632,4.683413,0.0,Dubious,5.0,7.0,0.0,6.0,7.0,1.0,Horror
Testament of Orpheus,1960,1,0,54377,36878,0.0,36878,2.952714,0.0,Two named female character have no dialogue,9.0,13.0,1.0,7.0,4.0,2.0,"Fantasy, Drama"
Jigoku (Hell or The Sinners of Hell),1960,3,0,154683,50173,0.0,50173,1.612618,0.0,Beschdel test passed!,1.0,2.0,1.0,2.0,2.0,1.0,"Horror, Drama"
"City of the Dead, The",1960,3,0,53719,39890,0.0,39890,1.514972,0.0,Beschdel test passed!,5.0,6.0,0.0,5.0,6.0,0.0,"Mystery, Horror"
Zazie dans le metro,1960,3,0,54494,2546,0.0,2546,3.297004,0.0,Beschdel test passed!,6.0,9.0,0.0,4.0,5.0,1.0,"Comedy, Fantasy"
Make Mine Mink,1960,3,0,54049,44023,0.0,44023,0.555422,0.0,Beschdel test passed!,4.0,9.0,0.0,4.0,5.0,0.0,Comedy
"Truth, The",1960,3,0,54452,61711,0.0,61711,1.179709,0.0,Beschdel test passed!,5.0,10.0,2.0,0.0,3.0,0.0,Drama
"Story of Ruth, The",1960,3,0,54343,43042,0.0,43042,0.523622,0.0,Beschdel test passed!,3.0,12.0,0.0,3.0,8.0,0.0,Drama
"Virgin Spring, The",1960,3,0,53976,11656,0.0,11656,10.353794,0.0,Beschdel test passed!,10.0,3.0,0.0,3.0,4.0,3.0,"Crime, Drama"
Wild River,1960,3,0,54476,82311,0.0,82311,1.669808,0.0,Beschdel test passed!,4.0,6.0,0.0,0.0,2.0,0.0,"History, Drama, Romance"
La Dolce Vita,1960,2,0,53779,439,0.0,439,11.063822,19516000.0,Two named female character talk only about boys,14.0,9.0,1.0,6.0,8.0,0.0,"Comedy, Drama"
La ciociara,1960,3,0,54749,24167,0.0,24167,4.371898,0.0,Beschdel test passed!,3.0,9.0,0.0,9.0,8.0,0.0,Drama
Peeping Tom,1960,2,0,54167,11167,150000.0,11167,7.229587,83957.0,Two named female character talk only about boys,8.0,8.0,0.0,0.0,8.0,0.0,"Horror, Thriller"
Le Trou,1960,0,0,54407,29259,0.0,29259,5.828566,0.0,Two named female character not present,8.0,10.0,0.0,13.0,7.0,1.0,"Crime, Drama, Thriller"
"Brides of Dracula, The",1960,3,0,53677,23220,0.0,23220,2.966154,0.0,Beschdel test passed!,13.0,9.0,0.0,4.0,11.0,0.0,Horror
Shoot the Piano Player,1960,2,0,54389,1818,0.0,1818,8.277811,0.0,Two named female character talk only about boys,6.0,7.0,1.0,5.0,4.0,0.0,"Drama, Thriller, Crime"
School for Scoundrels,1960,1,0,54279,36741,0.0,36741,1.332883,0.0,Two named female character have no dialogue,4.0,12.0,0.0,1.0,7.0,0.0,Comedy
Nerve on Sunday,1960,2,0,54198,43039,151000.0,43039,1.879162,8000000.0,Two named female character talk only about boys,5.0,4.0,3.0,4.0,0.0,0.0,"Drama, Comedy, Romance"
First Spaceship on Venus,1960,1,0,53250,17938,0.0,17938,1.952221,0.0,Two named female character have no dialogue,8.0,2.0,2.0,7.0,5.0,0.0,"Science Fiction, Drama, Mystery"
"Time Machine, The",1960,0,0,54387,2134,750000.0,2134,12.054356,0.0,Two named female character not present,2.0,7.0,0.0,0.0,11.0,0.0,"Thriller, Adventure, Fantasy, Science Fiction, Romance"
"Bad Sleep Well, The",1960,1,0,54460,31589,0.0,31589,4.550823,0.0,Two named female character have no dialogue,5.0,18.0,14.0,1.0,8.0,2.0,"Crime, Drama, Thriller"
Les Bonnes Femmes,1960,3,0,53666,27419,0.0,27419,0.696824,0.0,Beschdel test passed!,8.0,11.0,0.0,10.0,6.0,0.0,"Mystery, Drama, Romance"
Yojimbo,1961,1,0,55630,11878,0.0,11878,10.313688,0.0,Two named female character have no dialogue,15.0,18.0,17.0,5.0,11.0,9.0,"Drama, Thriller"
"Children&#39;s Hour, The",1961,3,0,54743,20139,0.0,20139,7.591269,0.0,Beschdel test passed!,10.0,3.0,0.0,2.0,4.0,0.0,Drama
"Phantom Planet, The",1961,0,0,55294,27717,0.0,27717,0.99943,0.0,Two named female character not present,8.0,9.0,0.0,2.0,1.0,0.0,Science Fiction
Breakfast at Tiffany&#39;s,1961,2,0,54698,164,2500000.0,164,10.879289,9500000.0,Two named female character talk only about boys,6.0,9.0,1.0,4.0,8.0,0.0,"Comedy, Drama, Romance"
Mysterious Island,1961,0,0,55207,18993,0.0,18993,3.419312,0.0,Two named female character not present,3.0,5.0,0.0,3.0,8.0,0.0,"Action, Adventure, Science Fiction"
Underworld U.S.A.,1961,3,0,55571,28699,0.0,28699,6.606154,0.0,Beschdel test passed!,4.0,4.0,0.0,4.0,2.0,0.0,"Action, Crime, Thriller"
One Hundred and One Dalmatians,1961,3,0,55254,12230,4000000.0,12230,15.727519,215880014.0,Beschdel test passed!,9.0,11.0,1.0,3.0,10.0,2.0,"Adventure, Animation, Comedy, Family"
El Cid,1961,1,0,54847,16638,0.0,16638,4.152069,0.0,Two named female character have no dialogue,1.0,8.0,0.0,4.0,16.0,3.0,"Action, Drama, History, Romance, War"
"Misfits, The",1961,3,0,55184,11536,4000000.0,11536,5.317544,8200000.0,Beschdel test passed!,3.0,7.0,0.0,1.0,5.0,0.0,"Drama, Action, Romance"
"Hustler, The",1961,0,0,54997,990,2000000.0,990,9.333533,7600000.0,Two named female character not present,6.0,9.0,0.0,5.0,9.0,0.0,Drama
"One, Two, Three",1961,3,1,55256,430,3000000.0,430,3.044499,4000000.0,Dubious,16.0,15.0,1.0,16.0,8.0,0.0,"Comedy, Family"
West Side Story,1961,3,0,55614,1725,6000000.0,1725,8.389903,43656822.0,Beschdel test passed!,19.0,16.0,1.0,31.0,20.0,1.0,"Crime, Drama, Music"
"Beast of Yucca Flats, The",1961,0,0,54673,22727,0.0,22727,0.93079,0.0,Two named female character not present,6.0,7.0,1.0,5.0,11.0,1.0,"Horror, Science Fiction"
Blue Hawaii,1961,3,0,54692,18228,0.0,18228,6.656799,0.0,Beschdel test passed!,8.0,7.0,1.0,11.0,8.0,0.0,"Comedy, Music, Romance"
Paris Blues,1961,3,1,55278,33710,0.0,33710,2.073112,0.0,Dubious,4.0,5.0,0.0,0.0,4.0,0.0,"Romance, Drama, Music"
Splendor in the Grass,1961,3,0,55471,28569,0.0,28569,9.739448,0.0,Beschdel test passed!,8.0,12.0,0.0,1.0,10.0,0.0,"Drama, Romance"
A Taste of Honey,1961,3,0,55506,25062,0.0,25062,1.829632,0.0,Beschdel test passed!,5.0,4.0,0.0,4.0,10.0,0.0,Drama
"Parent Trap, The",1961,3,0,55277,19186,0.0,19186,5.807074,0.0,Beschdel test passed!,8.0,5.0,1.0,3.0,1.0,0.0,"Comedy, Family"
A Raisin in the Sun,1961,3,0,55353,29478,1500000.0,29478,2.501072,0.0,Beschdel test passed!,5.0,8.0,0.0,5.0,13.0,0.0,"Romance, Drama"
Snow White and the Three Stooges,1961,3,0,55458,30126,0.0,30126,3.136899,0.0,Beschdel test passed!,2.0,9.0,0.0,9.0,10.0,0.0,"Adventure, Comedy, Drama, Family, Fantasy"
La Notte,1961,3,0,54130,41050,0.0,41050,3.872462,0.0,Beschdel test passed!,10.0,4.0,0.0,10.0,6.0,0.0,Drama
Mothra,1961,0,0,55198,39410,0.0,39410,1.935424,0.0,Two named female character not present,29.0,12.0,11.0,4.0,4.0,6.0,"Fantasy, Science Fiction, Thriller"
A Woman Is a Woman,1961,0,0,55572,31522,160000.0,31522,4.431293,100655.0,Two named female character not present,4.0,3.0,0.0,2.0,7.0,0.0,"Comedy, Drama, Romance"
"Guns of Navarone, The",1961,1,0,54953,10911,6000000.0,10911,8.522673,28900000.0,Two named female character have no dialogue,7.0,17.0,0.0,17.0,18.0,6.0,"Action, Adventure, Drama, War"
"Curse of the Werewolf, The",1961,3,1,54777,28752,0.0,28752,2.634682,0.0,Dubious,12.0,12.0,0.0,3.0,10.0,0.0,Horror
"Leon Morin, Priest",1961,3,0,55082,63892,0.0,63892,1.015323,0.0,Beschdel test passed!,3.0,8.0,0.0,2.0,11.0,1.0,"Romance, Drama"
Accattone,1961,3,0,54599,12491,0.0,12491,2.557031,0.0,Beschdel test passed!,4.0,9.0,0.0,1.0,8.0,0.0,Drama
Through a Glass Darkly,1961,0,0,55499,11602,0.0,11602,4.955553,0.0,Two named female character not present,2.0,2.0,0.0,2.0,4.0,0.0,Drama
"Innocents, The",1961,3,0,55018,16372,0.0,16372,7.667964,0.0,Beschdel test passed!,3.0,5.0,1.0,3.0,16.0,0.0,Horror
Lola,1961,2,0,55093,40641,0.0,40641,3.325461,0.0,Two named female character talk only about boys,4.0,6.0,0.0,3.0,4.0,0.0,"Drama, Romance"
King of Kings,1961,3,0,55047,36362,5037000.0,36362,3.657476,14483352.0,Beschdel test passed!,5.0,15.0,1.0,2.0,6.0,0.0,Drama
Ivanovo detstvo,1962,1,0,56111,31442,0.0,31442,5.16792,0.0,Two named female character have no dialogue,4.0,4.0,0.0,6.0,3.0,1.0,"Drama, War"
Lawrence of Arabia,1962,0,0,56172,947,15000000.0,947,10.893332,69995385.0,Two named female character not present,24.0,27.0,2.0,22.0,20.0,3.0,"Adventure, Drama, History, War"
What Ever Happened to Baby Jane?,1962,3,0,56687,10242,980000.0,10242,4.857003,0.0,Beschdel test passed!,8.0,8.0,0.0,3.0,7.0,0.0,"Drama, Horror, Thriller"
Lolita,1962,3,0,56193,802,2000000.0,802,9.551293,9250000.0,Beschdel test passed!,6.0,5.0,0.0,3.0,6.0,0.0,"Drama, Romance"
To Kill a Mockingbird,1962,3,0,56592,595,2000000.0,595,14.284787,13129846.0,Beschdel test passed!,23.0,27.0,6.0,16.0,13.0,5.0,"Crime, Drama"
"Day of the Triffids, The",1962,3,0,55894,21143,750000.0,21143,7.351703,0.0,Beschdel test passed!,8.0,6.0,1.0,8.0,8.0,0.0,"Horror, Science Fiction, Thriller"
"Manchurian Candidate, The",1962,1,0,56218,982,80000000.0,982,7.991677,96105910.0,Two named female character have no dialogue,8.0,10.0,0.0,1.0,12.0,1.0,"Mystery, Thriller"
"Trial, The",1962,1,0,57427,3009,0.0,3009,5.310729,0.0,Two named female character have no dialogue,6.0,6.0,0.0,3.0,5.0,0.0,"Crime, Drama"
"Music Man, The",1962,3,0,56262,13671,0.0,13671,3.391161,8000000.0,Beschdel test passed!,12.0,10.0,0.0,3.0,5.0,0.0,"Comedy, Music, Family"
Carnival of Souls,1962,3,0,55830,16093,30000.0,16093,9.505439,0.0,Beschdel test passed!,11.0,10.0,2.0,3.0,1.0,2.0,"Horror, Mystery"
Cleo from 5 to 7,1962,3,0,55852,499,0.0,499,4.480811,0.0,Beschdel test passed!,3.0,3.0,1.0,4.0,5.0,1.0,"Comedy, Drama"
"Brain That Wouldn&#39;t Die, The",1962,2,0,52646,33468,62000.0,33468,2.131425,0.0,Two named female character talk only about boys,8.0,7.0,0.0,11.0,2.0,0.0,"Horror, Science Fiction"
Gypsy,1962,3,0,56048,39391,0.0,39391,2.184068,0.0,Beschdel test passed!,11.0,9.0,0.0,5.0,4.0,1.0,"Comedy, Drama, Music"
"Trial of Joan of Arc, The",1962,0,0,59616,48764,0.0,48764,1.633231,0.0,Two named female character not present,7.0,3.0,0.0,8.0,11.0,0.0,"Drama, History"
"L-Shaped Room, The",1962,3,0,57239,76000,0.0,76000,0.551158,0.0,Beschdel test passed!,8.0,16.0,0.0,5.0,7.0,0.0,Drama
La Jetee,1962,0,0,56119,662,0.0,662,7.282665,0.0,Two named female character not present,9.0,2.0,2.0,6.0,1.0,0.0,"Romance, Science Fiction"
Les dimanches de Ville d&#39;Avray,1962,3,0,55910,43001,0.0,43001,0.833509,0.0,Beschdel test passed!,0.0,4.0,0.0,1.0,2.0,0.0,Drama
That Touch of Mink,1962,2,0,56575,12708,0.0,12708,2.995169,0.0,Two named female character talk only about boys,9.0,11.0,0.0,1.0,9.0,0.0,"Comedy, Romance"
Dr. No,1962,1,0,55928,646,950000.0,646,19.931606,59600000.0,Two named female character have no dialogue,6.0,5.0,0.0,2.0,9.0,1.0,"Adventure, Action, Thriller"
"Miracle Worker, The",1962,3,0,56241,1162,500000.0,1162,4.368765,2500000.0,Beschdel test passed!,8.0,3.0,0.0,9.0,13.0,0.0,Drama
King Kong vs. Godzilla,1962,3,0,56142,1680,0.0,1680,2.894775,0.0,Beschdel test passed!,13.0,7.0,15.0,3.0,5.0,1.0,"Action, Adventure, Science Fiction"
Hatari!,1962,3,1,56059,11385,0.0,11385,10.921504,0.0,Dubious,2.0,7.0,0.0,3.0,7.0,0.0,"Action, Adventure, Comedy"
"Loneliness of the Long Distance Runner, The",1962,3,1,56194,16103,0.0,16103,4.503397,0.0,Dubious,2.0,6.0,1.0,0.0,2.0,0.0,Drama
Boccaccio &acute;70,1962,2,0,55805,45267,0.0,45267,4.29255,0.0,Two named female character talk only about boys,7.0,6.0,0.0,3.0,3.0,2.0,"Romance, Fantasy, Comedy"
Advise &amp; Consent,1962,3,0,55728,17185,0.0,17185,2.610391,0.0,Beschdel test passed!,26.0,33.0,2.0,14.0,15.0,1.0,Drama
Cartouche,1962,1,0,55832,26866,0.0,26866,3.086951,0.0,Two named female character have no dialogue,1.0,4.0,0.0,0.0,1.0,0.0,"Action, Comedy, Romance"
Atraco a las tres,1962,1,0,55763,71767,0.0,71767,0.36273,0.0,Two named female character have no dialogue,12.0,5.0,0.0,8.0,2.0,0.0,"Comedy, Foreign"
Walk on the Wild Side,1962,3,0,56671,60792,0.0,60792,1.123864,0.0,Beschdel test passed!,7.0,3.0,0.0,6.0,4.0,0.0,Drama
Vivre Sa Vie,1962,3,0,56663,1626,64000.0,1626,11.30591,24517.0,Beschdel test passed!,13.0,6.0,0.0,13.0,10.0,2.0,Drama
"Longest Day, The",1962,0,0,56197,9289,10000000.0,9289,10.770928,50100000.0,Two named female character not present,19.0,52.0,2.0,7.0,10.0,0.0,"Action, Drama, History, War"
Antoine and Colette,1962,0,0,1180329,256,0.0,256,1.673854,0.0,Two named female character not present,4.0,1.0,1.0,4.0,1.0,0.0,Drama
